#   N_BLOCK:  ACCEPTANCE:
          32    0.431245
          33    0.431167
          34    0.431087
          35    0.431011
          36    0.430932
          37    0.430855
          38    0.430777
          39    0.430697
          40    0.430619
          41    0.430542
          42    0.430461
          43    0.430384
          44    0.430306
          45    0.430228
          46    0.430152
          47    0.430073
          48    0.429995
          49    0.429914
          50    0.429836
          51    0.429755
          52    0.429677
          53    0.429595
          54    0.429518
          55     0.42944
          56    0.429365
          57    0.429285
          58    0.429208
          59    0.429132
          60    0.429056
          61    0.428979
          62    0.428902
          63    0.428824
          64    0.428746
          65    0.428675
          66    0.428596
          67    0.428522
          68    0.428444
          69    0.428368
          70    0.428295
          71    0.428219
          72     0.42814
          73    0.428066
          74    0.427989
          75    0.427914
          76     0.42784
          77    0.427765
          78    0.427689
          79    0.427612
          80    0.427538
          81    0.427463
          82    0.427391
          83    0.427317
          84    0.427244
          85    0.427172
          86    0.427101
          87    0.427028
          88    0.426952
          89    0.426878
          90    0.426804
          91    0.426728
          92    0.426654
          93     0.42658
          94    0.426509
          95    0.426436
          96    0.426361
          97    0.426285
          98     0.42621
          99    0.426138
         100    0.426063
           1    0.425891
           2    0.425812
           3     0.42573
           4    0.425647
           5    0.425562
           6     0.42548
           7    0.425395
           8    0.425314
           9    0.425232
          10    0.425149
          11    0.425066
          12    0.424985
          13    0.424902
          14     0.42482
          15    0.424734
          16    0.424654
          17     0.42457
          18     0.42449
          19    0.424408
          20    0.424326
          21    0.424244
          22    0.424162
          23     0.42408
          24    0.423997
          25    0.423914
          26    0.423833
          27     0.42375
          28    0.423671
          29    0.423589
          30    0.423506
          31    0.423426
          32    0.423349
          33    0.423264
          34    0.423184
          35    0.423102
          36    0.423022
          37    0.422939
          38    0.422858
          39    0.422777
          40    0.422696
          41    0.422614
          42    0.422537
          43    0.422457
          44    0.422383
          45    0.422301
          46    0.422223
          47    0.422141
          48    0.422062
          49    0.421983
          50    0.421903
          51    0.421826
          52    0.421745
          53    0.421668
          54    0.421587
          55    0.421505
          56    0.421425
          57    0.421346
          58    0.421268
          59    0.421191
          60    0.421113
          61    0.421035
          62    0.420956
          63    0.420879
          64    0.420802
          65    0.420722
          66    0.420641
          67    0.420561
          68    0.420482
          69    0.420404
          70    0.420326
          71    0.420248
          72    0.420171
          73    0.420095
          74    0.420018
          75    0.419939
          76    0.419863
          77    0.419787
          78    0.419709
          79    0.419633
          80    0.419558
          81     0.41948
          82    0.419406
          83    0.419329
          84    0.419253
          85    0.419172
          86    0.419097
          87    0.419019
          88    0.418942
          89    0.418867
          90    0.418793
          91    0.418715
          92    0.418638
          93    0.418561
          94    0.418484
          95    0.418408
          96    0.418332
          97    0.418255
          98     0.41818
          99    0.418106
         100    0.418029
           1    0.417854
           2    0.417765
           3    0.417677
           4    0.417587
           5    0.417501
           6    0.417414
           7     0.41733
           8    0.417245
           9    0.417158
          10    0.417077
          11     0.41699
          12    0.416903
          13    0.416816
          14    0.416734
          15    0.416651
          16    0.416565
          17    0.416484
          18    0.416398
          19    0.416314
          20    0.416228
          21    0.416142
          22    0.416055
          23    0.415974
          24    0.415889
          25    0.415805
          26    0.415717
          27    0.415634
          28    0.415551
          29    0.415467
          30    0.415384
          31    0.415302
          32    0.415219
          33    0.415137
          34    0.415051
          35    0.414971
          36    0.414887
          37    0.414807
          38    0.414727
          39    0.414644
          40    0.414562
          41    0.414479
          42    0.414398
          43    0.414312
          44    0.414232
          45    0.414153
          46     0.41407
          47    0.413987
          48    0.413904
          49    0.413825
          50    0.413744
          51     0.41366
          52    0.413579
          53    0.413499
          54    0.413416
          55    0.413336
          56    0.413252
          57     0.41317
          58    0.413089
          59    0.413007
          60    0.412924
          61    0.412844
          62    0.412765
          63    0.412686
          64    0.412607
          65    0.412526
          66    0.412447
          67    0.412367
          68    0.412287
          69    0.412207
          70    0.412129
          71    0.412047
          72    0.411968
          73    0.411886
          74    0.411809
          75    0.411731
          76    0.411653
          77    0.411574
          78    0.411495
          79    0.411416
          80    0.411334
          81    0.411256
          82    0.411178
          83    0.411098
          84    0.411018
          85    0.410941
          86    0.410861
          87    0.410785
          88    0.410709
          89    0.410629
          90    0.410549
          91    0.410471
          92    0.410392
          93    0.410313
          94    0.410237
          95    0.410161
          96     0.41008
          97    0.410001
          98    0.409923
          99    0.409843
         100    0.409764
           1    0.409583
           2    0.409495
           3    0.409406
           4    0.409319
           5    0.409231
           6    0.409146
           7    0.409054
           8    0.408966
           9    0.408877
          10    0.408788
          11    0.408701
          12    0.408611
          13    0.408525
          14    0.408437
          15    0.408352
          16    0.408265
          17    0.408177
          18    0.408091
          19    0.408004
          20    0.407916
          21    0.407829
          22     0.40774
          23    0.407654
          24    0.407569
          25    0.407484
          26    0.407396
          27     0.40731
          28    0.407222
          29    0.407135
          30    0.407048
          31    0.406966
          32    0.406881
          33    0.406793
          34    0.406709
          35    0.406621
          36    0.406537
          37    0.406451
          38     0.40637
          39     0.40629
          40    0.406205
          41     0.40612
          42    0.406032
          43    0.405948
          44     0.40586
          45    0.405775
          46    0.405692
          47    0.405608
          48    0.405525
          49    0.405443
          50    0.405356
          51    0.405273
          52    0.405191
          53    0.405109
          54    0.405029
          55    0.404943
          56    0.404863
          57    0.404781
          58    0.404699
          59    0.404616
          60    0.404534
          61     0.40445
          62    0.404368
          63    0.404282
          64    0.404202
          65     0.40412
          66    0.404037
          67    0.403952
          68    0.403871
          69    0.403788
          70    0.403702
          71    0.403621
          72    0.403538
          73    0.403458
          74    0.403377
          75    0.403293
          76    0.403212
          77    0.403131
          78    0.403047
          79    0.402967
          80    0.402884
          81    0.402802
          82    0.402721
          83    0.402639
          84    0.402557
          85     0.40248
          86    0.402399
          87    0.402318
          88    0.402236
          89    0.402153
          90    0.402075
          91    0.401995
          92    0.401915
          93    0.401835
          94    0.401753
          95    0.401676
          96    0.401598
          97    0.401515
          98    0.401437
          99    0.401357
         100    0.401279
           1    0.401101
           2    0.401013
           3    0.400922
           4     0.40083
           5    0.400737
           6    0.400646
           7    0.400556
           8    0.400467
           9    0.400376
          10    0.400288
          11    0.400199
          12    0.400109
          13     0.40002
          14    0.399932
          15    0.399844
          16    0.399753
          17    0.399662
          18     0.39957
          19    0.399483
          20    0.399394
          21    0.399304
          22    0.399214
          23    0.399126
          24    0.399037
          25     0.39895
          26    0.398866
          27    0.398784
          28    0.398697
          29    0.398607
          30    0.398521
          31    0.398434
          32    0.398345
          33    0.398258
          34    0.398169
          35    0.398079
          36    0.397989
          37    0.397902
          38    0.397814
          39    0.397729
          40     0.39764
          41    0.397553
          42    0.397465
          43    0.397379
          44    0.397294
          45    0.397208
          46    0.397122
          47    0.397034
          48    0.396945
          49    0.396857
          50     0.39677
          51    0.396687
          52      0.3966
          53    0.396515
          54    0.396429
          55    0.396345
          56    0.396257
          57    0.396169
          58    0.396083
          59    0.395998
          60    0.395914
          61    0.395828
          62    0.395745
          63    0.395661
          64    0.395574
          65    0.395489
          66    0.395405
          67    0.395324
          68    0.395236
          69     0.39515
          70    0.395066
          71     0.39498
          72    0.394895
          73    0.394811
          74    0.394725
          75    0.394642
          76    0.394556
          77    0.394468
          78    0.394386
          79    0.394303
          80    0.394219
          81    0.394135
          82    0.394051
          83    0.393967
          84    0.393885
          85    0.393803
          86    0.393719
          87     0.39364
          88    0.393554
          89    0.393473
          90     0.39339
          91     0.39331
          92    0.393226
          93    0.393144
          94    0.393061
          95    0.392977
          96    0.392894
          97    0.392812
          98    0.392729
          99    0.392648
         100    0.392566
           1     0.39238
           2    0.392287
           3    0.392191
           4    0.392099
           5    0.392009
           6    0.391918
           7    0.391825
           8    0.391732
           9     0.39164
          10    0.391551
          11    0.391459
          12    0.391366
          13    0.391274
          14    0.391183
          15    0.391092
          16    0.391001
          17    0.390911
          18    0.390824
          19    0.390732
          20    0.390644
          21    0.390552
          22     0.39046
          23    0.390371
          24     0.39028
          25    0.390189
          26    0.390099
          27    0.390008
          28    0.389916
          29    0.389825
          30    0.389733
          31    0.389644
          32    0.389554
          33    0.389467
          34    0.389378
          35    0.389287
          36    0.389196
          37    0.389105
          38    0.389014
          39    0.388928
          40    0.388838
          41    0.388745
          42    0.388657
          43     0.38857
          44    0.388481
          45    0.388394
          46    0.388306
          47    0.388219
          48     0.38813
          49    0.388044
          50    0.387954
          51    0.387865
          52    0.387776
          53    0.387688
          54    0.387598
          55    0.387509
          56    0.387421
          57    0.387331
          58    0.387245
          59     0.38716
          60    0.387072
          61    0.386985
          62    0.386898
          63    0.386811
          64    0.386723
          65    0.386635
          66    0.386546
          67    0.386459
          68     0.38637
          69    0.386285
          70      0.3862
          71    0.386112
          72    0.386024
          73    0.385934
          74    0.385844
          75    0.385755
          76    0.385669
          77    0.385582
          78    0.385494
          79    0.385409
          80    0.385325
          81    0.385239
          82    0.385151
          83    0.385066
          84    0.384981
          85    0.384896
          86     0.38481
          87    0.384725
          88    0.384642
          89    0.384558
          90    0.384475
          91    0.384389
          92    0.384305
          93    0.384219
          94    0.384136
          95    0.384052
          96    0.383968
          97    0.383886
          98    0.383801
          99    0.383717
         100    0.383633
           1     0.38344
           2    0.383346
           3    0.383252
           4    0.383162
           5    0.383066
           6    0.382973
           7    0.382881
           8    0.382785
           9     0.38269
          10    0.382596
          11    0.382503
          12    0.382412
          13    0.382319
          14    0.382226
          15    0.382134
          16    0.382041
          17    0.381948
          18    0.381855
          19    0.381763
          20     0.38167
          21    0.381576
          22    0.381482
          23    0.381389
          24    0.381294
          25      0.3812
          26    0.381106
          27    0.381015
          28    0.380921
          29     0.38083
          30    0.380736
          31    0.380641
          32     0.38055
          33    0.380463
          34    0.380369
          35    0.380276
          36    0.380184
          37    0.380093
          38        0.38
          39    0.379909
          40    0.379816
          41    0.379729
          42    0.379641
          43    0.379552
          44    0.379464
          45    0.379368
          46    0.379278
          47    0.379187
          48    0.379098
          49    0.379005
          50    0.378916
          51    0.378827
          52    0.378735
          53    0.378646
          54    0.378558
          55    0.378468
          56    0.378379
          57    0.378291
          58    0.378203
          59    0.378116
          60    0.378025
          61    0.377939
          62     0.37785
          63    0.377761
          64    0.377674
          65    0.377585
          66    0.377493
          67    0.377404
          68    0.377316
          69    0.377224
          70    0.377132
          71    0.377045
          72    0.376954
          73    0.376865
          74    0.376778
          75    0.376688
          76      0.3766
          77    0.376511
          78    0.376422
          79    0.376333
          80    0.376245
          81    0.376158
          82     0.37607
          83    0.375979
          84    0.375892
          85    0.375802
          86    0.375715
          87    0.375629
          88    0.375542
          89    0.375455
          90    0.375366
          91    0.375277
          92    0.375188
          93    0.375103
          94    0.375016
          95    0.374923
          96    0.374839
          97    0.374757
          98     0.37467
          99    0.374584
         100    0.374497
           1    0.374307
           2    0.374207
           3    0.374111
           4    0.374019
           5    0.373922
           6    0.373828
           7    0.373732
           8    0.373638
           9     0.37354
          10    0.373444
          11    0.373349
          12    0.373255
          13    0.373159
          14    0.373061
          15    0.372967
          16    0.372872
          17    0.372777
          18    0.372683
          19    0.372587
          20    0.372494
          21    0.372396
          22    0.372299
          23    0.372206
          24    0.372112
          25    0.372015
          26    0.371921
          27    0.371827
          28    0.371732
          29    0.371639
          30    0.371543
          31    0.371448
          32    0.371352
          33     0.37126
          34    0.371169
          35    0.371074
          36     0.37098
          37    0.370888
          38    0.370795
          39    0.370703
          40    0.370611
          41    0.370519
          42    0.370427
          43    0.370333
          44    0.370238
          45     0.37015
          46    0.370053
          47     0.36996
          48    0.369869
          49    0.369777
          50    0.369687
          51    0.369593
          52    0.369502
          53    0.369409
          54    0.369317
          55    0.369223
          56     0.36913
          57    0.369042
          58    0.368948
          59    0.368851
          60    0.368757
          61    0.368665
          62    0.368572
          63    0.368481
          64    0.368391
          65    0.368301
          66    0.368209
          67    0.368117
          68    0.368031
          69    0.367941
          70    0.367845
          71    0.367758
          72    0.367665
          73    0.367578
          74    0.367492
          75    0.367403
          76     0.36731
          77    0.367218
          78    0.367128
          79    0.367037
          80    0.366947
          81    0.366856
          82    0.366764
          83    0.366674
          84    0.366584
          85    0.366493
          86    0.366404
          87    0.366317
          88    0.366231
          89    0.366139
          90    0.366049
          91    0.365957
          92    0.365866
          93    0.365779
          94    0.365689
          95    0.365596
          96    0.365504
          97    0.365417
          98    0.365328
          99    0.365241
         100    0.365153
           1    0.364954
           2    0.364857
           3    0.364753
           4    0.364655
           5    0.364555
           6    0.364456
           7    0.364358
           8     0.36426
           9    0.364165
          10    0.364066
          11    0.363971
          12    0.363873
          13    0.363774
          14    0.363678
          15    0.363583
          16    0.363486
          17    0.363389
          18    0.363292
          19    0.363198
          20    0.363099
          21    0.363001
          22    0.362906
          23    0.362809
          24    0.362719
          25    0.362621
          26    0.362525
          27    0.362432
          28    0.362336
          29    0.362241
          30    0.362143
          31    0.362046
          32    0.361952
          33    0.361858
          34    0.361763
          35    0.361663
          36    0.361566
          37    0.361473
          38    0.361376
          39    0.361276
          40    0.361181
          41    0.361082
          42    0.360985
          43    0.360893
          44    0.360799
          45    0.360702
          46    0.360604
          47    0.360512
          48    0.360423
          49    0.360328
          50    0.360232
          51    0.360138
          52    0.360043
          53    0.359948
          54    0.359853
          55     0.35976
          56    0.359668
          57    0.359574
          58    0.359481
          59    0.359388
          60    0.359296
          61    0.359202
          62    0.359107
          63    0.359018
          64    0.358923
          65    0.358835
          66    0.358743
          67    0.358649
          68    0.358557
          69    0.358461
          70    0.358364
          71    0.358273
          72    0.358182
          73    0.358091
          74       0.358
          75    0.357908
          76    0.357815
          77    0.357719
          78    0.357629
          79    0.357534
          80    0.357441
          81    0.357348
          82    0.357255
          83    0.357165
          84    0.357077
          85    0.356984
          86    0.356892
          87    0.356801
          88    0.356713
          89     0.35662
          90    0.356529
          91    0.356439
          92    0.356347
          93    0.356258
          94    0.356169
          95    0.356075
          96    0.355983
          97    0.355893
          98    0.355807
          99    0.355717
         100    0.355628
           1    0.355431
           2    0.355328
           3    0.355225
           4    0.355125
           5    0.355027
           6    0.354933
           7    0.354832
           8    0.354733
           9    0.354633
          10    0.354535
          11     0.35444
          12    0.354339
          13    0.354239
          14    0.354143
          15    0.354042
          16    0.353942
          17    0.353837
          18    0.353733
          19    0.353631
          20    0.353531
          21    0.353433
          22    0.353334
          23    0.353237
          24    0.353138
          25     0.35304
          26     0.35294
          27    0.352841
          28    0.352738
          29    0.352641
          30    0.352542
          31    0.352449
          32    0.352353
          33    0.352256
          34    0.352158
          35    0.352062
          36    0.351966
          37    0.351871
          38    0.351775
          39    0.351679
          40    0.351579
          41    0.351482
          42     0.35138
          43    0.351286
          44    0.351187
          45    0.351094
          46    0.350995
          47    0.350895
          48      0.3508
          49    0.350704
          50    0.350609
          51    0.350514
          52     0.35042
          53    0.350324
          54    0.350231
          55    0.350138
          56    0.350047
          57    0.349951
          58    0.349856
          59    0.349767
          60    0.349671
          61    0.349575
          62    0.349481
          63    0.349385
          64    0.349289
          65    0.349197
          66    0.349105
          67    0.349008
          68    0.348911
          69    0.348822
          70     0.34873
          71    0.348635
          72     0.34854
          73    0.348445
          74    0.348349
          75    0.348258
          76    0.348168
          77    0.348074
          78     0.34798
          79    0.347888
          80    0.347794
          81    0.347702
          82    0.347608
          83    0.347516
          84    0.347422
          85    0.347325
          86    0.347232
          87    0.347138
          88    0.347046
          89    0.346952
          90    0.346858
          91    0.346761
          92    0.346665
          93    0.346574
          94    0.346481
          95    0.346385
          96     0.34629
          97    0.346202
          98    0.346103
          99    0.346008
         100    0.345912
           1    0.345706
           2    0.345607
           3    0.345504
           4      0.3454
           5    0.345295
           6    0.345194
           7    0.345092
           8    0.344989
           9    0.344887
          10    0.344785
          11    0.344685
          12    0.344585
          13    0.344486
          14    0.344388
          15    0.344285
          16    0.344188
          17    0.344086
          18    0.343986
          19    0.343886
          20    0.343784
          21    0.343685
          22    0.343583
          23    0.343484
          24     0.34338
          25    0.343284
          26     0.34318
          27     0.34308
          28    0.342979
          29    0.342883
          30    0.342786
          31    0.342689
          32    0.342588
          33     0.34249
          34    0.342389
          35    0.342292
          36    0.342197
          37    0.342097
          38    0.341998
          39    0.341899
          40    0.341801
          41    0.341708
          42    0.341609
          43    0.341511
          44    0.341406
          45    0.341307
          46    0.341203
          47    0.341102
          48    0.341001
          49    0.340904
          50    0.340805
          51     0.34071
          52     0.34061
          53     0.34051
          54    0.340412
          55    0.340316
          56    0.340215
          57    0.340122
          58    0.340021
          59    0.339929
          60    0.339831
          61    0.339732
          62    0.339637
          63    0.339541
          64    0.339443
          65    0.339345
          66    0.339251
          67    0.339156
          68    0.339057
          69    0.338961
          70    0.338866
          71    0.338772
          72    0.338677
          73    0.338584
          74     0.33849
          75    0.338392
          76    0.338294
          77      0.3382
          78    0.338101
          79    0.338007
          80    0.337913
          81    0.337814
          82    0.337724
          83    0.337627
          84    0.337536
          85     0.33744
          86     0.33735
          87    0.337259
          88    0.337158
          89    0.337061
          90    0.336969
          91    0.336877
          92    0.336782
          93     0.33669
          94    0.336596
          95    0.336502
          96    0.336408
          97    0.336314
          98    0.336221
          99    0.336129
         100    0.336032
           1    0.335833
           2    0.335726
           3    0.335624
           4    0.335518
           5    0.335415
           6    0.335312
           7    0.335208
           8    0.335107
           9    0.335005
          10    0.334902
          11      0.3348
          12    0.334693
          13     0.33459
          14    0.334489
          15    0.334393
          16    0.334289
          17    0.334193
          18    0.334091
          19    0.333996
          20    0.333899
          21    0.333796
          22    0.333693
          23     0.33359
          24    0.333493
          25    0.333398
          26    0.333297
          27    0.333198
          28    0.333097
          29    0.332997
          30    0.332894
          31    0.332793
          32    0.332693
          33    0.332595
          34    0.332495
          35    0.332397
          36    0.332299
          37      0.3322
          38    0.332103
          39    0.331999
          40    0.331898
          41    0.331797
          42    0.331695
          43    0.331596
          44    0.331499
          45    0.331405
          46    0.331305
          47    0.331205
          48    0.331106
          49    0.331008
          50     0.33091
          51    0.330811
          52    0.330711
          53     0.33061
          54    0.330513
          55    0.330412
          56    0.330313
          57    0.330215
          58    0.330117
          59    0.330017
          60    0.329916
          61    0.329822
          62    0.329719
          63    0.329618
          64    0.329519
          65    0.329422
          66    0.329324
          67    0.329228
          68    0.329125
          69    0.329024
          70    0.328928
          71    0.328831
          72    0.328734
          73    0.328634
          74     0.32854
          75    0.328447
          76    0.328347
          77    0.328247
          78    0.328149
          79    0.328048
          80    0.327956
          81    0.327862
          82    0.327763
          83    0.327664
          84    0.327567
          85     0.32747
          86    0.327374
          87    0.327279
          88    0.327184
          89    0.327085
          90     0.32699
          91    0.326894
          92    0.326797
          93    0.326701
          94    0.326602
          95     0.32651
          96    0.326421
          97    0.326326
          98     0.32623
          99    0.326135
         100    0.326041
           1    0.325839
           2    0.325737
           3    0.325638
           4    0.325535
           5    0.325435
           6    0.325337
           7     0.32524
           8    0.325138
           9    0.325039
          10    0.324939
          11    0.324839
          12    0.324736
          13    0.324635
          14    0.324534
          15    0.324434
          16    0.324332
          17    0.324235
          18    0.324131
          19    0.324028
          20    0.323926
          21    0.323826
          22    0.323725
          23    0.323629
          24    0.323528
          25    0.323426
          26    0.323325
          27    0.323225
          28    0.323124
          29    0.323022
          30    0.322924
          31    0.322825
          32    0.322728
          33    0.322633
          34    0.322532
          35    0.322434
          36    0.322336
          37    0.322237
          38    0.322138
          39     0.32204
          40    0.321939
          41     0.32184
          42    0.321742
          43    0.321642
          44    0.321543
          45    0.321447
          46    0.321347
          47    0.321247
          48    0.321147
          49    0.321048
          50    0.320951
          51    0.320854
          52    0.320757
          53    0.320658
          54    0.320559
          55     0.32046
          56    0.320362
          57    0.320262
          58    0.320168
          59    0.320071
          60    0.319972
          61    0.319877
          62    0.319782
          63    0.319684
          64    0.319594
          65    0.319494
          66    0.319394
          67    0.319298
          68    0.319202
          69    0.319104
          70    0.319007
          71    0.318909
          72     0.31881
          73    0.318716
          74    0.318622
          75    0.318525
          76    0.318427
          77    0.318335
          78    0.318239
          79    0.318145
          80    0.318048
          81     0.31795
          82    0.317856
          83    0.317758
          84     0.31766
          85    0.317561
          86    0.317461
          87    0.317366
          88    0.317274
          89    0.317181
          90    0.317082
          91    0.316989
          92    0.316894
          93    0.316798
          94    0.316704
          95    0.316611
          96    0.316519
          97    0.316422
          98    0.316322
          99    0.316225
         100    0.316131
           1    0.315931
           2    0.315828
           3    0.315729
           4     0.31563
           5     0.31553
           6     0.31543
           7    0.315328
           8    0.315232
           9     0.31513
          10    0.315031
          11    0.314933
          12    0.314833
          13    0.314736
          14     0.31464
          15    0.314541
          16    0.314442
          17    0.314344
          18    0.314244
          19    0.314148
          20    0.314049
          21    0.313953
          22    0.313856
          23    0.313756
          24    0.313656
          25    0.313558
          26    0.313461
          27    0.313364
          28    0.313267
          29    0.313168
          30     0.31307
          31    0.312971
          32    0.312875
          33    0.312777
          34    0.312677
          35    0.312579
          36    0.312481
          37    0.312383
          38    0.312285
          39     0.31219
          40    0.312093
          41    0.311994
          42    0.311897
          43    0.311798
          44      0.3117
          45    0.311604
          46     0.31151
          47    0.311412
          48    0.311313
          49    0.311218
          50    0.311126
          51    0.311028
          52    0.310932
          53    0.310835
          54    0.310736
          55    0.310643
          56    0.310551
          57    0.310458
          58    0.310361
          59    0.310264
          60    0.310167
          61    0.310071
          62     0.30998
          63    0.309883
          64    0.309786
          65     0.30969
          66    0.309592
          67    0.309496
          68    0.309401
          69    0.309306
          70    0.309211
          71    0.309116
          72    0.309021
          73    0.308925
          74    0.308831
          75    0.308736
          76    0.308642
          77    0.308549
          78    0.308453
          79     0.30836
          80    0.308265
          81    0.308169
          82    0.308073
          83    0.307977
          84    0.307881
          85    0.307784
          86    0.307689
          87    0.307595
          88      0.3075
          89    0.307404
          90    0.307307
          91    0.307211
          92    0.307115
          93    0.307023
          94    0.306929
          95    0.306833
          96    0.306741
          97     0.30665
          98    0.306554
          99    0.306465
         100     0.30637
