#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
          44   -0.479543   -0.483644 0.000403547
          45   -0.481778   -0.483603 0.000396705
          46   -0.485093   -0.483635 0.000389401
          47   -0.478758   -0.483531 0.000394703
          48   -0.487553   -0.483615 0.000395274
          49   -0.481706   -0.483576 0.000389122
          50   -0.487391   -0.483653 0.000388748
          51   -0.483736   -0.483654 0.000381129
          52   -0.482711   -0.483636 0.000374231
          53   -0.485262   -0.483667 0.000368425
          54   -0.481479   -0.483626 0.000363822
          55   -0.483172   -0.483618 0.000357301
          56   -0.486661   -0.483672 0.000355029
          57   -0.483732   -0.483673 0.000348802
          58   -0.485062   -0.483697 0.000343609
          59   -0.486319   -0.483742 0.000340647
          60   -0.480625    -0.48369 0.000338907
          61   -0.481381   -0.483652 0.000335459
          62   -0.488397   -0.483728 0.000338666
          63   -0.484221   -0.483736 0.000333381
          64   -0.478345   -0.483652 0.000338648
          65   -0.483286   -0.483646 0.000333485
          66   -0.477134   -0.483548 0.000342718
          67   -0.478566   -0.483473 0.000345576
          68   -0.480928   -0.483436 0.000342516
          69   -0.480202   -0.483389 0.000340744
          70   -0.484827    -0.48341 0.000336494
          71   -0.480716   -0.483372 0.000333887
          72   -0.483745   -0.483377  0.00032929
          73   -0.484549   -0.483393  0.00032517
          74   -0.481354   -0.483365 0.000321942
          75   -0.483814   -0.483371 0.000317705
          76   -0.485053   -0.483393 0.000314294
          77   -0.482369    -0.48338 0.000310494
          78   -0.482702   -0.483371 0.000306634
          79   -0.483623   -0.483375  0.00030277
          80   -0.487122   -0.483421 0.000302587
          81   -0.483889   -0.483427 0.000298907
          82   -0.485931   -0.483458 0.000296817
          83   -0.485698   -0.483485 0.000294465
          84   -0.482593   -0.483474 0.000291151
          85   -0.485003   -0.483492  0.00028828
          86   -0.483807   -0.483496 0.000284951
          87   -0.480697   -0.483464 0.000283486
          88   -0.483825   -0.483468 0.000280295
          89   -0.484379   -0.483478 0.000277332
          90   -0.486691   -0.483514 0.000276539
          91   -0.486431   -0.483546 0.000275353
          92   -0.483553   -0.483546  0.00027236
          93    -0.48553   -0.483567 0.000270266
          94    -0.47741   -0.483502 0.000275215
          95   -0.487227   -0.483541 0.000275096
          96   -0.487754   -0.483585  0.00027571
          97   -0.480588   -0.483554 0.000274593
          98   -0.482513   -0.483543 0.000271996
          99   -0.479654   -0.483504 0.000272071
         100   -0.482461   -0.483494  0.00026955
           1   -0.489719   -0.489719           0
           2   -0.496216   -0.492967  0.00229704
           3    -0.49415   -0.493362  0.00156479
           4   -0.490675    -0.49269  0.00130978
           5    -0.49411   -0.492974  0.00107818
           6   -0.491234   -0.492684 0.000936671
           7    -0.49288   -0.492712 0.000803279
           8   -0.495309   -0.493037  0.00076565
           9   -0.491909   -0.492911 0.000690745
          10   -0.496276   -0.493248 0.000698846
          11   -0.491258   -0.493067 0.000658311
          12   -0.493666   -0.493117 0.000605339
          13   -0.497142   -0.493427 0.000633041
          14   -0.492805   -0.493382 0.000589377
          15   -0.494395    -0.49345 0.000553937
          16   -0.493285   -0.493439 0.000519412
          17   -0.492417   -0.493379 0.000492329
