#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
            649        2.88921        2.91486     0.00587694
            650        2.88835        2.91482     0.00586804
            651         2.8873        2.91477     0.00585918
            652        2.88605        2.91473     0.00585036
            653         2.8846        2.91468     0.00584158
            654        2.88294        2.91463     0.00583285
            655        2.88104        2.91458     0.00582417
            656        2.87892        2.91453     0.00581555
            657        2.87654        2.91447     0.00580698
            658        2.87392        2.91441     0.00579848
            659        2.87104        2.91434     0.00579006
            660        2.86791        2.91427     0.00578171
            661        2.86451         2.9142     0.00577346
            662        2.86085        2.91412      0.0057653
            663        2.85694        2.91403     0.00575725
            664        2.85278        2.91394     0.00574931
            665        2.84837        2.91384     0.00574151
            666        2.84373        2.91374     0.00573386
            667        2.83886        2.91362     0.00572636
            668         2.8338         2.9135     0.00571903
            669        2.82854        2.91338      0.0057119
            670        2.82313        2.91324     0.00570496
            671        2.81757         2.9131     0.00569824
            672        2.81191        2.91295     0.00569175
            673        2.80616        2.91279      0.0056855
            674        2.80035        2.91262     0.00567951
            675        2.79453        2.91245     0.00567379
            676        2.78873        2.91227     0.00566835
            677        2.78297        2.91207     0.00566319
            678         2.7773        2.91188     0.00565833
            679        2.77175        2.91167     0.00565376
            680        2.76635        2.91146     0.00564948
            681        2.76114        2.91123      0.0056455
            682        2.75613        2.91101      0.0056418
            683        2.75135        2.91077     0.00563838
            684        2.74683        2.91053     0.00563523
            685        2.74258        2.91029     0.00563233
            686        2.73861        2.91004     0.00562968
            687        2.73493        2.90978     0.00562725
            688        2.73154        2.90952     0.00562503
            689        2.72844        2.90926       0.005623
            690        2.72562          2.909     0.00562115
            691        2.72307        2.90873     0.00561945
            692        2.72078        2.90845     0.00561789
            693        2.71873        2.90818     0.00561645
            694         2.7169        2.90791     0.00561512
            695        2.71527        2.90763     0.00561387
            696        2.71382        2.90735     0.00561271
            697        2.71252        2.90707     0.00561161
            698        2.71136        2.90679     0.00561058
            699        2.71031        2.90651     0.00560959
            700        2.70934        2.90623     0.00560864
            701        2.70844        2.90594     0.00560773
            702        2.70759        2.90566     0.00560686
            703        2.70678        2.90538     0.00560601
            704        2.70597         2.9051      0.0056052
            705        2.70517        2.90481     0.00560442
            706        2.70436        2.90453     0.00560367
            707        2.70352        2.90424     0.00560295
            708        2.70266        2.90396     0.00560227
            709        2.70176        2.90367     0.00560162
            710        2.70081        2.90339     0.00560101
            711        2.69982         2.9031     0.00560045
            712        2.69879        2.90282     0.00559993
            713        2.69771        2.90253     0.00559946
            714        2.69658        2.90224     0.00559904
            715        2.69543        2.90195     0.00559868
            716        2.69425        2.90166     0.00559837
            717        2.69305        2.90137     0.00559811
            718        2.69184        2.90108     0.00559792
            719        2.69065        2.90078     0.00559778
            720        2.68949        2.90049     0.00559769
            721        2.68837         2.9002     0.00559765
            722        2.68733         2.8999     0.00559766
            723        2.68639        2.89961      0.0055977
            724        2.68557        2.89931     0.00559777
            725        2.68489        2.89902     0.00559786
            726        2.68439        2.89872     0.00559795
            727        2.68409        2.89842     0.00559803
            728        2.68401        2.89813     0.00559808
            729        2.68419        2.89784     0.00559809
