#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
            146        1.90257        1.93214     0.00512763
            147        1.89134        1.93186     0.00510025
            148         1.8796        1.93151       0.005078
            149        1.86736        1.93108     0.00506214
            150        1.85464        1.93057     0.00505397
            151        1.84149        1.92998     0.00505482
            152        1.82792        1.92931     0.00506596
            153        1.81399        1.92855     0.00508861
            154        1.79974        1.92772     0.00512385
            155        1.78522         1.9268     0.00517261
            156         1.7705         1.9258     0.00523559
            157        1.75563        1.92471     0.00531325
            158         1.7407        1.92355     0.00540576
            159        1.72577         1.9223     0.00551301
            160        1.71094        1.92098      0.0056346
            161        1.69628        1.91959     0.00576987
            162        1.68189        1.91812     0.00591787
            163        1.66786        1.91659     0.00607747
            164        1.65429        1.91499     0.00624732
            165        1.64127        1.91333     0.00642593
            166        1.62889        1.91161     0.00661172
            167        1.61726        1.90985     0.00680302
            168        1.60646        1.90805     0.00699812
            169        1.59657         1.9062     0.00719532
            170        1.58769        1.90433     0.00739291
            171        1.57988        1.90243     0.00758925
            172        1.57321        1.90052     0.00778276
            173        1.56773        1.89859     0.00797195
            174         1.5635        1.89667     0.00815543
            175        1.56056        1.89475     0.00833192
            176        1.55892        1.89284     0.00850027
            177         1.5586        1.89095     0.00865946
            178        1.55961        1.88909     0.00880861
            179        1.56193        1.88726     0.00894701
            180        1.56555        1.88547     0.00907407
            181        1.57043        1.88373     0.00918936
            182        1.57653        1.88205      0.0092926
            183         1.5838        1.88042     0.00938365
            184        1.59218        1.87885      0.0094625
            185         1.6016        1.87735     0.00952929
            186          1.612        1.87592     0.00958425
            187        1.62327        1.87457     0.00962775
            188        1.63536         1.8733     0.00966026
            189        1.64816        1.87211     0.00968232
            190        1.66158          1.871     0.00969455
            191        1.67555        1.86998     0.00969765
            192        1.68996        1.86904     0.00969236
            193        1.70474        1.86819     0.00967946
            194        1.71979        1.86742     0.00965974
            195        1.73504        1.86675     0.00963403
            196        1.75039        1.86615     0.00960315
            197        1.76579        1.86564     0.00956791
            198        1.78116        1.86522     0.00952909
            199        1.79642        1.86487     0.00948748
            200        1.81153         1.8646     0.00944379
            201        1.82642        1.86441     0.00939871
            202        1.84105         1.8643      0.0093529
            203        1.85537        1.86425     0.00930693
            204        1.86935        1.86428     0.00926134
            205        1.88293        1.86437     0.00921661
            206        1.89611        1.86452     0.00917315
            207        1.90884        1.86474     0.00913134
            208        1.92111        1.86501     0.00909146
            209        1.93291        1.86533     0.00905376
            210        1.94421        1.86571     0.00901844
            211        1.95501        1.86613     0.00898562
            212         1.9653         1.8666      0.0089554
            213        1.97507        1.86711     0.00892782
            214        1.98432        1.86766     0.00890289
            215        1.99306        1.86824     0.00888057
            216        2.00127        1.86886     0.00886078
            217        2.00897         1.8695     0.00884344
            218        2.01615        1.87017     0.00882843
            219        2.02283        1.87087     0.00881559
            220          2.029        1.87159     0.00880477
            221        2.03468        1.87233      0.0087958
            222        2.03987        1.87308      0.0087885
            223        2.04458        1.87385     0.00878267
            224        2.04881        1.87463     0.00877812
            225        2.05257        1.87542     0.00877466
            226        2.05588        1.87622     0.00877209
            227        2.05875        1.87703     0.00877023
            228        2.06118        1.87783     0.00876887
            229        2.06319        1.87864     0.00876786
            230        2.06479        1.87945     0.00876701
            231        2.06599        1.88026     0.00876617
            232        2.06682        1.88106     0.00876518
            233        2.06729        1.88186     0.00876393
            234        2.06742        1.88266     0.00876228
            235        2.06725        1.88344     0.00876013
            236        2.06679        1.88422     0.00875739
            237        2.06607        1.88499     0.00875399
            238        2.06513        1.88574     0.00874987
            239          2.064        1.88649     0.00874499
            240        2.06271        1.88722     0.00873933
            241        2.06131        1.88795     0.00873287
            242        2.05983        1.88866     0.00872562
            243        2.05831        1.88935      0.0087176
            244        2.05678        1.89004     0.00870883
            245        2.05528        1.89072     0.00869936
            246        2.05384        1.89138     0.00868923
            247        2.05248        1.89203      0.0086785
            248        2.05123        1.89267     0.00866721
            249         2.0501         1.8933     0.00865543
            250        2.04909        1.89393     0.00864322
            251        2.04822        1.89454     0.00863061
            252        2.04748        1.89515     0.00861768
            253        2.04686        1.89575     0.00860445
            254        2.04634        1.89634     0.00859098
            255        2.04591        1.89693     0.00857729
            256        2.04556        1.89751     0.00856341
            257        2.04525        1.89808     0.00854936
            258        2.04496        1.89865     0.00853516
            259        2.04467        1.89922      0.0085208
            260        2.04437        1.89978      0.0085063
            261        2.04403        1.90033     0.00849165
            262        2.04364        1.90087     0.00847683
            263        2.04319        1.90142     0.00846186
            264        2.04266        1.90195      0.0084467
            265        2.04206        1.90248     0.00843136
            266        2.04138          1.903     0.00841581
            267        2.04062        1.90352     0.00840006
            268        2.03978        1.90403     0.00838409
            269        2.03889        1.90453      0.0083679
            270        2.03793        1.90502     0.00835148
            271        2.03694        1.90551     0.00833484
            272        2.03591        1.90599     0.00831797
            273        2.03486        1.90646     0.00830089
            274         2.0338        1.90692     0.00828359
            275        2.03276        1.90738      0.0082661
            276        2.03173        1.90783     0.00824842
            277        2.03074        1.90828     0.00823057
            278         2.0298        1.90871     0.00821256
            279        2.02891        1.90914     0.00819442
            280        2.02809        1.90957     0.00817616
            281        2.02735        1.90999      0.0081578
            282        2.02669         1.9104     0.00813936
            283        2.02611        1.91081     0.00812086
            284        2.02563        1.91121     0.00810232
            285        2.02524        1.91162     0.00808377
            286        2.02494        1.91201     0.00806521
            287        2.02474         1.9124     0.00804666
            288        2.02463        1.91279     0.00802815
            289        2.02461        1.91318     0.00800969
            290        2.02468        1.91357     0.00799129
            291        2.02482        1.91395     0.00797297
            292        2.02504        1.91433     0.00795474
            293        2.02532        1.91471      0.0079366
            294        2.02565        1.91508     0.00791858
            295        2.02603        1.91546     0.00790066
            296        2.02644        1.91584     0.00788286
            297        2.02688        1.91621     0.00786518
            298        2.02733        1.91658     0.00784762
            299        2.02777        1.91695     0.00783018
            300         2.0282        1.91732     0.00781286
            301        2.02861        1.91769     0.00779564
            302        2.02897        1.91806     0.00777853
            303        2.02927        1.91843     0.00776151
            304         2.0295         1.9188     0.00774458
            305        2.02966        1.91916     0.00772771
            306        2.02972        1.91952      0.0077109
            307        2.02966        1.91988     0.00769412
            308        2.02949        1.92023     0.00767737
            309        2.02919        1.92059     0.00766062
            310        2.02875        1.92094     0.00764385
            311        2.02816        1.92128     0.00762704
