#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
            154        2.69134        2.69167    7.72812e-05
            155        2.69146        2.69167     7.6795e-05
            156        2.69158        2.69167    7.63049e-05
            157         2.6917        2.69167     7.5819e-05
            158        2.69182        2.69167    7.53447e-05
            159        2.69194        2.69167     7.4889e-05
            160        2.69205        2.69168    7.44585e-05
            161        2.69217        2.69168    7.40587e-05
            162        2.69228        2.69168    7.36942e-05
            163        2.69239        2.69169    7.33681e-05
            164        2.69249        2.69169    7.30843e-05
            165        2.69259         2.6917    7.28457e-05
            166         2.6927         2.6917    7.26559e-05
            167        2.69279        2.69171    7.25091e-05
            168        2.69287        2.69172     7.2408e-05
            169        2.69296        2.69172    7.23508e-05
            170        2.69303        2.69173    7.23332e-05
            171         2.6931        2.69174    7.23518e-05
            172        2.69316        2.69175    7.24037e-05
            173        2.69322        2.69176    7.24827e-05
            174        2.69327        2.69177    7.25851e-05
            175        2.69331        2.69177    7.27021e-05
            176        2.69334        2.69178    7.28296e-05
            177        2.69336        2.69179    7.29635e-05
            178        2.69338         2.6918    7.30996e-05
            179        2.69339        2.69181    7.32275e-05
            180        2.69339        2.69182    7.33449e-05
            181        2.69338        2.69183    7.34471e-05
            182        2.69336        2.69184    7.35263e-05
            183        2.69333        2.69184    7.35773e-05
            184         2.6933        2.69185    7.35998e-05
            185        2.69325        2.69186    7.35885e-05
            186         2.6932        2.69187    7.35428e-05
            187        2.69314        2.69187    7.34627e-05
            188        2.69307        2.69188    7.33477e-05
            189          2.693        2.69189    7.31967e-05
            190        2.69291        2.69189    7.30107e-05
            191        2.69283         2.6919    7.27923e-05
            192        2.69273         2.6919    7.25429e-05
            193        2.69263         2.6919    7.22654e-05
            194        2.69252        2.69191    7.19631e-05
            195        2.69242        2.69191    7.16414e-05
            196        2.69231        2.69191    7.13045e-05
            197        2.69219        2.69191    7.09565e-05
            198        2.69207        2.69191    7.06027e-05
            199        2.69196        2.69191    7.02482e-05
            200        2.69184        2.69191    6.98981e-05
            201        2.69172        2.69191    6.95573e-05
            202        2.69159        2.69191    6.92311e-05
            203        2.69147        2.69191    6.89239e-05
            204        2.69135        2.69191    6.86396e-05
            205        2.69124         2.6919    6.83825e-05
            206        2.69112         2.6919     6.8155e-05
            207        2.69102         2.6919    6.79571e-05
            208        2.69092        2.69189     6.7791e-05
            209        2.69083        2.69189    6.76551e-05
            210        2.69075        2.69188    6.75497e-05
            211        2.69067        2.69187     6.7474e-05
            212        2.69059        2.69187    6.74258e-05
            213        2.69053        2.69186    6.74034e-05
            214        2.69047        2.69186    6.74034e-05
            215        2.69041        2.69185     6.7423e-05
            216        2.69037        2.69184    6.74559e-05
            217        2.69034        2.69183    6.74978e-05
            218        2.69032        2.69183    6.75433e-05
            219        2.69031        2.69182    6.75893e-05
            220        2.69031        2.69181    6.76308e-05
            221        2.69031        2.69181    6.76673e-05
            222        2.69032         2.6918    6.76955e-05
            223        2.69033        2.69179    6.77114e-05
            224        2.69036        2.69179    6.77125e-05
            225        2.69039        2.69178    6.76951e-05
            226        2.69043        2.69178    6.76588e-05
            227        2.69047        2.69177    6.76046e-05
            228        2.69052        2.69176    6.75294e-05
            229        2.69057        2.69176    6.74343e-05
            230        2.69063        2.69175    6.73191e-05
            231        2.69069        2.69175     6.7186e-05
            232        2.69075        2.69175    6.70355e-05
            233         2.6908        2.69174    6.68694e-05
            234        2.69086        2.69174    6.66886e-05
            235        2.69092        2.69173    6.64948e-05
            236        2.69098        2.69173      6.629e-05
            237        2.69104        2.69173    6.60745e-05
            238        2.69109        2.69173    6.58508e-05
            239        2.69114        2.69172    6.56205e-05
            240        2.69118        2.69172    6.53853e-05
            241        2.69123        2.69172    6.51462e-05
            242        2.69126        2.69172    6.49043e-05
            243         2.6913        2.69171    6.46603e-05
            244        2.69133        2.69171     6.4415e-05
            245        2.69134        2.69171    6.41697e-05
            246        2.69136        2.69171    6.39249e-05
            247        2.69136        2.69171    6.36814e-05
            248        2.69137        2.69171    6.34397e-05
            249        2.69136        2.69171    6.32002e-05
            250        2.69135         2.6917    6.29635e-05
            251        2.69134         2.6917    6.27297e-05
            252        2.69132         2.6917    6.24995e-05
            253        2.69129         2.6917    6.22742e-05
            254        2.69126         2.6917    6.20535e-05
            255        2.69122         2.6917    6.18388e-05
            256        2.69119        2.69169    6.16295e-05
            257        2.69115        2.69169    6.14266e-05
            258         2.6911        2.69169    6.12307e-05
            259        2.69106        2.69169     6.1042e-05
            260        2.69102        2.69169    6.08616e-05
            261        2.69097        2.69168    6.06902e-05
            262        2.69092        2.69168    6.05275e-05
            263        2.69088        2.69168    6.03737e-05
            264        2.69084        2.69167    6.02281e-05
            265         2.6908        2.69167    6.00909e-05
            266        2.69077        2.69167     5.9961e-05
            267        2.69073        2.69166    5.98384e-05
            268        2.69071        2.69166    5.97217e-05
            269        2.69068        2.69166    5.96105e-05
            270        2.69066        2.69165    5.95044e-05
            271        2.69064        2.69165    5.94023e-05
            272        2.69063        2.69164    5.93019e-05
            273        2.69062        2.69164    5.92022e-05
            274        2.69062        2.69164    5.91026e-05
            275        2.69063        2.69163     5.9002e-05
            276        2.69063        2.69163    5.88994e-05
            277        2.69065        2.69163     5.8794e-05
            278        2.69066        2.69162    5.86854e-05
            279        2.69068        2.69162    5.85725e-05
            280        2.69071        2.69162    5.84532e-05
            281        2.69074        2.69161    5.83279e-05
            282        2.69078        2.69161    5.81967e-05
            283        2.69081        2.69161    5.80598e-05
            284        2.69085         2.6916    5.79166e-05
            285        2.69089         2.6916    5.77675e-05
            286        2.69093         2.6916     5.7613e-05
            287        2.69097         2.6916    5.74534e-05
            288        2.69102         2.6916    5.72891e-05
            289        2.69106        2.69159     5.7121e-05
            290         2.6911        2.69159    5.69491e-05
            291        2.69115        2.69159    5.67739e-05
            292        2.69119        2.69159    5.65958e-05
            293        2.69124        2.69159    5.64155e-05
            294        2.69129        2.69159     5.6233e-05
            295        2.69133        2.69159    5.60489e-05
            296        2.69138        2.69159    5.58638e-05
            297        2.69144        2.69158    5.56779e-05
            298        2.69148        2.69158    5.54921e-05
            299        2.69153        2.69158    5.53069e-05
            300        2.69157        2.69158    5.51226e-05
            301        2.69161        2.69158    5.49395e-05
            302        2.69165        2.69158     5.4758e-05
            303        2.69169        2.69158    5.45785e-05
            304        2.69173        2.69159     5.4401e-05
            305        2.69177        2.69159    5.42259e-05
            306        2.69181        2.69159    5.40535e-05
            307        2.69184        2.69159    5.38839e-05
            308        2.69188        2.69159    5.37171e-05
            309        2.69191        2.69159    5.35534e-05
            310        2.69194        2.69159    5.33927e-05
            311        2.69197        2.69159    5.32349e-05
            312          2.692        2.69159    5.30803e-05
            313        2.69202        2.69159    5.29286e-05
            314        2.69205         2.6916    5.27795e-05
            315        2.69207         2.6916    5.26332e-05
            316        2.69208         2.6916    5.24886e-05
            317         2.6921         2.6916    5.23465e-05
            318        2.69211         2.6916    5.22062e-05
            319        2.69212         2.6916    5.20675e-05
            320        2.69212        2.69161    5.19303e-05
            321        2.69213        2.69161    5.17944e-05
            322        2.69214        2.69161    5.16597e-05
            323        2.69214        2.69161    5.15256e-05
            324        2.69213        2.69161    5.13919e-05
            325        2.69213        2.69161    5.12582e-05
            326        2.69212        2.69162    5.11243e-05
            327        2.69211        2.69162    5.09902e-05
            328        2.69209        2.69162    5.08555e-05
            329        2.69208        2.69162    5.07204e-05
            330        2.69206        2.69162    5.05844e-05
            331        2.69205        2.69162     5.0448e-05
            332        2.69203        2.69162    5.03108e-05
            333          2.692        2.69162    5.01725e-05
            334        2.69197        2.69163    5.00332e-05
            335        2.69194        2.69163    4.98925e-05
            336        2.69191        2.69163    4.97509e-05
            337        2.69187        2.69163    4.96087e-05
            338        2.69184        2.69163    4.94657e-05
            339         2.6918        2.69163    4.93223e-05
            340        2.69176        2.69163    4.91787e-05
            341        2.69171        2.69163     4.9035e-05
            342        2.69167        2.69163    4.88918e-05
            343        2.69163        2.69163    4.87493e-05
            344        2.69158        2.69163    4.86077e-05
            345        2.69154        2.69163    4.84675e-05
            346         2.6915        2.69163    4.83288e-05
            347        2.69146        2.69163     4.8192e-05
            348        2.69142        2.69163    4.80574e-05
            349        2.69137        2.69163    4.79255e-05
            350        2.69132        2.69163    4.77965e-05
            351        2.69128        2.69163    4.76706e-05
            352        2.69124        2.69162    4.75479e-05
            353        2.69119        2.69162    4.74289e-05
            354        2.69116        2.69162    4.73132e-05
            355        2.69112        2.69162    4.72011e-05
            356        2.69108        2.69162    4.70928e-05
            357        2.69104        2.69162    4.69887e-05
            358        2.69101        2.69162    4.68879e-05
            359        2.69099        2.69161    4.67901e-05
            360        2.69096        2.69161    4.66956e-05
            361        2.69093        2.69161    4.66043e-05
            362        2.69091        2.69161    4.65155e-05
            363        2.69089        2.69161    4.64289e-05
            364        2.69088         2.6916    4.63441e-05
            365        2.69087         2.6916    4.62613e-05
            366        2.69085         2.6916    4.61799e-05
            367        2.69084         2.6916    4.61005e-05
            368        2.69083         2.6916    4.60221e-05
            369        2.69083        2.69159    4.59447e-05
            370        2.69083        2.69159     4.5867e-05
            371        2.69083        2.69159     4.5789e-05
            372        2.69083        2.69159    4.57109e-05
            373        2.69084        2.69159    4.56326e-05
            374        2.69085        2.69158    4.55528e-05
            375        2.69086        2.69158    4.54717e-05
            376        2.69088        2.69158    4.53892e-05
            377        2.69089        2.69158    4.53052e-05
            378        2.69092        2.69158    4.52191e-05
            379        2.69094        2.69157    4.51306e-05
            380        2.69097        2.69157    4.50394e-05
            381        2.69101        2.69157    4.49457e-05
            382        2.69103        2.69157      4.485e-05
            383        2.69107        2.69157    4.47518e-05
            384        2.69111        2.69157    4.46509e-05
            385        2.69116        2.69157    4.45475e-05
            386        2.69121        2.69157    4.44418e-05
            387        2.69126        2.69156    4.43338e-05
