10000	1.50674	0	
20000	1.52491	0.0181741	
30000	1.50584	0.0217641	
40000	1.49671	0.0178967	
50000	1.48895	0.015884	
60000	1.49796	0.015789	
70000	1.50505	0.0151117	
80000	1.50824	0.0134695	
90000	1.50832	0.0118793	
100000	1.51336	0.0117593	
110000	1.50741	0.0121868	
120000	1.51139	0.0118157	
130000	1.51453	0.0113141	
140000	1.51651	0.0106592	
150000	1.51515	0.0100156	
160000	1.51221	0.00981971	
170000	1.5112	0.00927944	
180000	1.5042	0.0112007	
190000	1.50008	0.0113679	
200000	1.49922	0.0108186	
210000	1.4999	0.0103126	
220000	1.49705	0.0102381	
230000	1.49986	0.0101807	
240000	1.49984	0.00974729	
250000	1.49908	0.00937949	
260000	1.50061	0.0091403	
270000	1.49961	0.00885255	
280000	1.50019	0.00855021	
290000	1.49912	0.00831845	
300000	1.49986	0.00806972	
310000	1.49883	0.00787224	
320000	1.50035	0.00777189	
330000	1.50005	0.00753873	
340000	1.49828	0.00752377	
350000	1.49902	0.00734338	
360000	1.50039	0.00726538	
370000	1.49933	0.00714489	
380000	1.49904	0.00696023	
390000	1.4995	0.00679486	
400000	1.49979	0.00662926	
410000	1.50223	0.00690868	
420000	1.502	0.00674596	
430000	1.50093	0.00667414	
440000	1.50214	0.00663251	
450000	1.50222	0.00648391	
460000	1.50234	0.00634246	
470000	1.50396	0.00641391	
480000	1.50417	0.00628248	
490000	1.50318	0.00623244	
500000	1.50322	0.00610671	
510000	1.502	0.00610862	
520000	1.50126	0.00603567	
530000	1.5005	0.00596957	
540000	1.50045	0.00585818	
550000	1.49918	0.00588975	
560000	1.50049	0.0059298	
570000	1.50035	0.00582656	
580000	1.5001	0.00573073	
590000	1.50096	0.00569925	
600000	1.50144	0.00562401	
610000	1.5012	0.00553658	
620000	1.50119	0.00544656	
630000	1.50189	0.00540543	
640000	1.50114	0.00537327	
650000	1.50103	0.0052911	
660000	1.50144	0.00522646	
670000	1.50099	0.0051678	
680000	1.50157	0.00512492	
690000	1.5023	0.00510233	
700000	1.50239	0.00502964	
710000	1.50096	0.00515907	
720000	1.50101	0.00508713	
730000	1.50178	0.00507548	
740000	1.50253	0.00506328	
750000	1.50165	0.00507305	
760000	1.50171	0.00500625	
770000	1.50198	0.00494829	
780000	1.50074	0.00503922	
790000	1.5011	0.00498784	
800000	1.50081	0.00493371	
810000	1.50119	0.00488749	
820000	1.50151	0.0048377	
830000	1.50109	0.00479697	
840000	1.50027	0.00481142	
850000	1.50039	0.00475618	
860000	1.5005	0.00470186	
870000	1.50111	0.00468686	
880000	1.50001	0.00476281	
890000	1.50015	0.00471109	
900000	1.50057	0.00467737	
910000	1.4997	0.00470706	
920000	1.49877	0.00474689	
930000	1.49832	0.00471712	
940000	1.49781	0.00469483	
950000	1.49829	0.00467077	
960000	1.4994	0.00475247	
970000	1.4994	0.00470322	
980000	1.49894	0.00467721	
990000	1.49909	0.004632	
1000000	1.49939	0.0045956	
