10000	1.921	0	
20000	1.69546	0.225542	
30000	1.65035	0.137808	
40000	1.60782	0.106322	
50000	1.59108	0.0840394	
60000	1.56805	0.0723815	
70000	1.55764	0.062053	
80000	1.54472	0.0552702	
90000	1.53953	0.0490191	
100000	1.53932	0.0438445	
110000	1.53889	0.0396612	
120000	1.53748	0.036233	
130000	1.53593	0.0333655	
140000	1.5339	0.0309567	
150000	1.5273	0.0295648	
160000	1.5256	0.0277076	
170000	1.52676	0.0260527	
180000	1.52428	0.0246883	
190000	1.52406	0.0233539	
200000	1.52148	0.0223048	
210000	1.52129	0.021217	
220000	1.52182	0.0202365	
230000	1.52233	0.0193433	
240000	1.52068	0.0185933	
250000	1.52183	0.0178711	
260000	1.52083	0.017199	
270000	1.51873	0.0166826	
280000	1.51754	0.0161198	
290000	1.52093	0.0159192	
300000	1.51972	0.0154265	
310000	1.51899	0.0149383	
320000	1.51776	0.014516	
330000	1.51729	0.0140771	
340000	1.51737	0.013657	
350000	1.51727	0.0132615	
360000	1.51633	0.0129218	
370000	1.51706	0.0125886	
380000	1.51517	0.012397	
390000	1.51573	0.0120876	
400000	1.51621	0.0117916	
410000	1.5167	0.0115106	
420000	1.51519	0.0113343	
430000	1.51569	0.0110789	
440000	1.516	0.0108288	
450000	1.51439	0.0107077	
460000	1.51453	0.0104732	
470000	1.51548	0.0102924	
480000	1.51461	0.0101131	
490000	1.51432	0.00990882	
500000	1.51464	0.00971377	
510000	1.5147	0.00952158	
520000	1.51415	0.00935254	
530000	1.51372	0.00918465	
540000	1.51298	0.00904301	
550000	1.51285	0.0088781	
560000	1.51174	0.00878756	
570000	1.51007	0.0087931	
580000	1.50899	0.00870735	
590000	1.50901	0.00855853	
600000	1.509	0.00841469	
610000	1.50812	0.00832261	
620000	1.50795	0.00818894	
630000	1.50801	0.00805808	
640000	1.50924	0.00802594	
650000	1.50862	0.00792587	
660000	1.50912	0.00782132	
670000	1.51023	0.00778248	
680000	1.50909	0.00775162	
690000	1.50874	0.00764639	
700000	1.50821	0.00755497	
710000	1.50732	0.00750092	
720000	1.50641	0.00745156	
730000	1.50663	0.00735209	
740000	1.50719	0.00727403	
750000	1.5073	0.00717721	
760000	1.50767	0.00709152	
770000	1.5081	0.00701248	
780000	1.50821	0.00692277	
790000	1.5097	0.00699517	
800000	1.50927	0.00692058	
810000	1.50933	0.00683487	
820000	1.50912	0.00675415	
830000	1.50858	0.00669452	
840000	1.50849	0.00661493	
850000	1.50793	0.00656022	
860000	1.50707	0.00654036	
870000	1.50699	0.00646534	
880000	1.507	0.00639146	
890000	1.50657	0.00633351	
900000	1.50614	0.00627737	
910000	1.5052	0.00627948	
920000	1.50538	0.00621359	
930000	1.505	0.00615852	
940000	1.50464	0.006103	
950000	1.504	0.00607222	
960000	1.50459	0.00603763	
970000	1.5046	0.00597507	
980000	1.50498	0.00592568	
990000	1.50535	0.0058774	
1000000	1.50573	0.00583037	
