10000	5.16276	0	
20000	5.02023	0.14253	
30000	4.97852	0.092255	
40000	4.98271	0.065368	
50000	4.99451	0.0519913	
60000	5.01563	0.0474141	
70000	4.98844	0.0484246	
80000	5.00538	0.0452292	
90000	5.00576	0.0398902	
100000	5.00847	0.0357821	
110000	5.00841	0.0323662	
120000	4.99695	0.0316886	
130000	4.99279	0.0294445	
140000	4.99244	0.0272626	
150000	4.98109	0.0278023	
160000	4.9972	0.0305903	
170000	5.00616	0.0301014	
180000	5.0106	0.0287251	
190000	5.00312	0.0281818	
200000	5.00359	0.0267397	
210000	4.99913	0.0258233	
220000	5.00627	0.0256379	
230000	5.00465	0.0245516	
240000	5.00503	0.0235095	
250000	5.00003	0.0230969	
260000	5.00343	0.022449	
270000	5.0062	0.0217786	
280000	5.00453	0.0210531	
290000	5.00411	0.0203185	
300000	4.99923	0.0202261	
310000	4.99742	0.019646	
320000	4.99821	0.0190384	
330000	4.99955	0.018501	
340000	4.99834	0.0179892	
350000	4.99551	0.0176949	
360000	4.99815	0.0173967	
370000	4.99468	0.0172706	
380000	4.99414	0.0168189	
390000	4.99366	0.016389	
400000	4.98844	0.0168037	
410000	4.98452	0.0168519	
420000	4.98421	0.0164486	
430000	4.99048	0.0172419	
440000	4.99151	0.0168767	
450000	4.98976	0.0165891	
460000	4.99034	0.0162345	
470000	4.99069	0.0158894	
480000	4.9918	0.015594	
490000	4.98681	0.0160662	
500000	4.98687	0.0157417	
510000	4.98625	0.0154422	
520000	4.98952	0.0154916	
530000	4.98737	0.0153481	
540000	4.98665	0.0150783	
550000	4.9906	0.0153194	
560000	4.99363	0.0153462	
570000	4.99582	0.0152319	
580000	4.99915	0.0153326	
590000	4.99586	0.0154235	
600000	4.99451	0.0152247	
610000	4.99342	0.0150126	
620000	4.99182	0.0148545	
630000	4.99059	0.014669	
640000	4.99234	0.0145444	
650000	4.99438	0.0144623	
660000	4.99338	0.0142764	
670000	4.99488	0.0141422	
680000	4.99342	0.0140091	
690000	4.9928	0.0138188	
700000	4.99426	0.0136986	
710000	4.99483	0.0135161	
720000	4.99504	0.0133288	
730000	4.99864	0.0136292	
740000	4.99962	0.0134791	
750000	5.00035	0.0133182	
760000	5.00186	0.0132284	
770000	5.00311	0.0131151	
780000	5.00393	0.0129718	
790000	5.00383	0.012807	
800000	5.00641	0.0129076	
810000	5.00505	0.0128201	
820000	5.00348	0.0127601	
830000	5.0038	0.0126095	
840000	5.00374	0.0124586	
850000	5.00407	0.0123157	
860000	5.00207	0.0123358	
870000	5.00076	0.0122624	
880000	5.00045	0.0121262	
890000	5.00247	0.012158	
900000	5.00142	0.0120688	
910000	5.00142	0.0119354	
920000	4.99952	0.011956	
930000	4.99973	0.0118286	
940000	4.99797	0.0118343	
950000	4.99853	0.0117227	
960000	4.99924	0.0116213	
970000	4.99975	0.0115122	
980000	5.00033	0.0114087	
990000	5.00073	0.0113002	
1000000	4.99968	0.0112364	
