2.000000000000000000e+00 -4.639240000000000030e-01 -4.631080000000000196e-01 1.572450000000000030e-04
1.949999999999999956e+00 -4.700179999999999914e-01 -4.730940000000000145e-01 1.697819999999999950e-04
1.899999999999999911e+00 -4.834590000000000276e-01 -4.834660000000000069e-01 1.818289999999999967e-04
1.850000000000000089e+00 -4.902449999999999863e-01 -4.943049999999999944e-01 1.763330000000000073e-04
1.800000000000000044e+00 -5.066829999999999945e-01 -5.056530000000000191e-01 1.775629999999999938e-04
1.750000000000000000e+00 -5.194779999999999953e-01 -5.174490000000000478e-01 1.679050000000000128e-04
1.699999999999999956e+00 -5.285640000000000338e-01 -5.298030000000000239e-01 1.708389999999999952e-04
1.649999999999999911e+00 -5.428380000000000427e-01 -5.428589999999999804e-01 1.688399999999999894e-04
1.600000000000000089e+00 -5.551009999999999556e-01 -5.561589999999999590e-01 2.127820000000000102e-04
1.550000000000000044e+00 -5.686769999999999881e-01 -5.696940000000000337e-01 1.835390000000000057e-04
1.500000000000000000e+00 -5.861189999999999456e-01 -5.844340000000000090e-01 1.731530000000000005e-04
1.449999999999999956e+00 -6.001220000000000443e-01 -5.999900000000000233e-01 2.007920000000000115e-04
1.399999999999999911e+00 -6.163079999999999670e-01 -6.154500000000000526e-01 1.810129999999999964e-04
1.350000000000000089e+00 -6.350449999999999706e-01 -6.323729999999999629e-01 2.022050000000000063e-04
1.299999999999999822e+00 -6.527910000000000101e-01 -6.489549999999999486e-01 2.092580000000000080e-04
1.250000000000000000e+00 -6.721399999999999597e-01 -6.668570000000000331e-01 2.241490000000000116e-04
1.199999999999999956e+00 -6.867839999999999501e-01 -6.853080000000000283e-01 2.174649999999999923e-04
1.149999999999999911e+00 -7.034839999999999982e-01 -7.051039999999999530e-01 2.069560000000000019e-04
1.100000000000000089e+00 -7.235559999999999770e-01 -7.251750000000000140e-01 2.086000000000000018e-04
1.049999999999999822e+00 -7.439729999999999954e-01 -7.457120000000000415e-01 2.319830000000000047e-04
1.000000000000000000e+00 -7.697960000000000358e-01 -7.675729999999999498e-01 2.882820000000000022e-04
9.499999999999999556e-01 -7.899350000000000538e-01 -7.902420000000000000e-01 2.746289999999999756e-04
8.999999999999999112e-01 -8.116160000000000041e-01 -8.124679999999999680e-01 2.937449999999999870e-04
8.499999999999998668e-01 -8.355759999999999854e-01 -8.367759999999999643e-01 2.892260000000000122e-04
7.999999999999998224e-01 -8.679339999999999833e-01 -8.612400000000000055e-01 4.176070000000000151e-04
7.500000000000000000e-01 -8.941440000000000499e-01 -8.876230000000000508e-01 4.431390000000000003e-04
6.999999999999999556e-01 -9.150369999999999893e-01 -9.125349999999999850e-01 5.775500000000000252e-04
6.499999999999999112e-01 -9.378779999999999895e-01 -9.387569999999999526e-01 5.945510000000000204e-04
5.999999999999998668e-01 -9.638459999999999805e-01 -9.641030000000000433e-01 6.580960000000000499e-04
5.499999999999998224e-01 -9.876789999999999736e-01 -9.866110000000000158e-01 6.215079999999999997e-04
5.000000000000000000e-01 -1.006080000000000085e+00 -1.004299999999999971e+00 4.766069999999999855e-04
