1000	0.082559	0
2000	0.0831357	0.000576774
3000	0.0829911	0.000363036
4000	0.0831247	0.000289388
5000	0.0825362	0.000629766
6000	0.0826015	0.000518334
7000	0.0830159	0.000603013
8000	0.0837079	0.000866939
9000	0.0833079	0.000862909
10000	0.0833095	0.000771811
11000	0.0830417	0.000747745
12000	0.0831115	0.000686153
13000	0.0831812	0.000635011
14000	0.0833627	0.000615287
15000	0.0830857	0.000636275
16000	0.0831638	0.000600289
17000	0.0829143	0.000616636
18000	0.0831233	0.000617819
19000	0.0831125	0.000584499
20000	0.0830381	0.000559477
21000	0.0830714	0.000533213
22000	0.0831629	0.000516567
23000	0.0830425	0.000508062
24000	0.0829801	0.000490425
25000	0.0829828	0.000470406
26000	0.0830937	0.000465373
27000	0.0831641	0.000453303
28000	0.083281	0.00045219
29000	0.0833004	0.000436748
30000	0.0833661	0.000427018
31000	0.0833081	0.000417063
32000	0.0833496	0.00040595
33000	0.0832659	0.000402255
34000	0.0833507	0.000399336
35000	0.0833644	0.000388002
36000	0.0832325	0.00039946
37000	0.0832546	0.000389138
38000	0.083273	0.000379209
39000	0.083266	0.000369425
40000	0.083229	0.000361967
41000	0.0831897	0.00035521
42000	0.0832497	0.000351801
43000	0.0833377	0.000354625
44000	0.0833982	0.000351701
45000	0.0833023	0.000356913
46000	0.0832498	0.000352986
47000	0.0832155	0.000347094
48000	0.0831832	0.000341318
49000	0.0831566	0.000335336
50000	0.0831603	0.000328581
51000	0.0832003	0.000324549
52000	0.0831841	0.000318663
53000	0.0831673	0.00031304
54000	0.0831354	0.00030884
55000	0.0831695	0.000305079
56000	0.083107	0.000306037
57000	0.0831068	0.00030062
58000	0.0831102	0.000295411
59000	0.0831347	0.00029139
60000	0.0830824	0.000291218
61000	0.0830238	0.000292355
62000	0.0830569	0.000289501
63000	0.0830688	0.000285119
64000	0.0831278	0.000286765
65000	0.0831836	0.000287768
66000	0.0831287	0.000288634
67000	0.0831182	0.000284487
68000	0.0830833	0.000282442
69000	0.0830864	0.000278337
70000	0.0830719	0.000274719
71000	0.083095	0.000271805
72000	0.0831697	0.000278222
73000	0.0832197	0.000278906
74000	0.0832341	0.000275487
75000	0.0832504	0.000272276
76000	0.0832507	0.00026867
77000	0.0832421	0.000265298
78000	0.0832916	0.000266508
79000	0.0832883	0.000263133
80000	0.0832955	0.000259924
81000	0.0832971	0.0002567
82000	0.0832805	0.000254095
83000	0.0832887	0.000251149
84000	0.0832614	0.000249633
85000	0.0832451	0.000247221
86000	0.0832239	0.000245248
87000	0.0832081	0.000242925
88000	0.0832299	0.000241136
89000	0.0832356	0.00023848
90000	0.0832287	0.000235915
91000	0.0831932	0.000235995
92000	0.0832094	0.000233974
93000	0.0831992	0.000231667
94000	0.0831904	0.000229359
95000	0.0832173	0.000228525
96000	0.0832485	0.000228276
97000	0.0832868	0.000229134
98000	0.0832801	0.000226883
99000	0.0832859	0.000224654
100000	0.0832498	0.000225305
