#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
            168        0.78463       0.771112      0.0243584
            169       0.787541        0.77121      0.0242145
            170       0.790421       0.771323      0.0240723
            171       0.793276       0.771451      0.0239319
            172       0.796109       0.771594      0.0237932
            173       0.798926       0.771752      0.0236562
            174       0.801732       0.771925      0.0235208
            175       0.804529       0.772111      0.0233872
            176       0.807321       0.772311      0.0232552
            177       0.810108       0.772525      0.0231247
            178       0.812892       0.772751      0.0229959
            179        0.81567       0.772991      0.0228687
            180       0.818443       0.773244      0.0227431
            181       0.821209       0.773509       0.022619
            182       0.823963       0.773786      0.0224964
            183         0.8267       0.774075      0.0223753
            184       0.829413       0.774376      0.0222557
            185       0.832096       0.774688      0.0221376
            186       0.834741       0.775011      0.0220209
            187       0.837338       0.775344      0.0219057
            188       0.839878       0.775687      0.0217919
            189       0.842351        0.77604      0.0216794
            190       0.844751       0.776401      0.0215683
            191       0.847068       0.776771      0.0214586
            192       0.849285       0.777149      0.0213502
            193       0.851393       0.777534       0.021243
            194       0.853381       0.777925      0.0211371
            195       0.855237       0.778321      0.0210324
            196       0.856951       0.778722      0.0209289
            197       0.858513       0.779127      0.0208266
            198       0.859913       0.779535      0.0207254
            199       0.861143       0.779946      0.0206253
            200       0.862198       0.780357      0.0205263
            201        0.86307       0.780768      0.0204283
            202       0.863751       0.781179      0.0203313
            203       0.864237       0.781588      0.0202353
            204       0.864522       0.781995      0.0201402
            205       0.864603       0.782398       0.020046
            206       0.864477       0.782796      0.0199526
            207       0.864146       0.783189      0.0198601
            208       0.863612       0.783576      0.0197684
            209       0.862877       0.783955      0.0196774
            210       0.861943       0.784327      0.0195872
            211       0.860814       0.784689      0.0194977
            212       0.859493       0.785042       0.019409
            213       0.857984       0.785384      0.0193209
            214       0.856298       0.785716      0.0192334
            215       0.854442       0.786036      0.0191466
            216       0.852422       0.786343      0.0190604
            217       0.850248       0.786637      0.0189749
            218        0.84793       0.786919      0.0188899
            219       0.845472       0.787186      0.0188056
            220       0.842881       0.787439      0.0187218
            221       0.840166       0.787678      0.0186386
            222       0.837338       0.787901       0.018556
            223       0.834408        0.78811      0.0184739
            224       0.831384       0.788303      0.0183925
            225       0.828274       0.788481      0.0183116
            226        0.82509       0.788643      0.0182313
            227        0.82184       0.788789      0.0181516
            228       0.818535       0.788919      0.0180724
            229       0.815188       0.789034      0.0179939
            230       0.811808       0.789133      0.0179159
            231       0.808409       0.789217      0.0178385
            232       0.805002       0.789285      0.0177618
            233       0.801601       0.789337      0.0176856
