#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
            314       -1.36419       -1.43834      0.0135613
            315       -1.36412       -1.43811      0.0135203
            316        -1.3651       -1.43788      0.0134795
            317       -1.36704       -1.43765      0.0134388
            318       -1.36988       -1.43744      0.0133983
            319       -1.37353       -1.43724      0.0133578
            320        -1.3779       -1.43705      0.0133173
            321       -1.38288       -1.43689      0.0132769
            322       -1.38836       -1.43673      0.0132365
            323       -1.39422        -1.4366      0.0131962
            324       -1.40035       -1.43649      0.0131559
            325       -1.40664        -1.4364      0.0131158
            326       -1.41298       -1.43633      0.0130757
            327       -1.41929       -1.43628      0.0130358
            328       -1.42548       -1.43624      0.0129961
            329       -1.43147       -1.43623      0.0129566
            330       -1.43719       -1.43623      0.0129174
            331        -1.4426       -1.43625      0.0128784
            332       -1.44764       -1.43628      0.0128396
            333       -1.45229       -1.43633      0.0128012
            334       -1.45651       -1.43639       0.012763
            335       -1.46029       -1.43646      0.0127251
            336        -1.4636       -1.43654      0.0126875
            337       -1.46646       -1.43663      0.0126501
            338       -1.46885       -1.43673      0.0126131
            339       -1.47077       -1.43683      0.0125763
            340       -1.47224       -1.43693      0.0125397
            341       -1.47326       -1.43704      0.0125034
            342       -1.47384       -1.43715      0.0124673
            343       -1.47401       -1.43726      0.0124314
            344       -1.47378       -1.43736      0.0123957
            345       -1.47318       -1.43747      0.0123602
            346       -1.47223       -1.43757      0.0123249
            347       -1.47097       -1.43766      0.0122898
            348       -1.46943       -1.43775      0.0122548
            349       -1.46765       -1.43784        0.01222
            350       -1.46566       -1.43792      0.0121853
            351       -1.46351       -1.43799      0.0121508
            352       -1.46126       -1.43806      0.0121165
            353       -1.45893       -1.43812      0.0120823
            354       -1.45659       -1.43817      0.0120483
            355       -1.45426       -1.43821      0.0120144
            356         -1.452       -1.43825      0.0119807
            357       -1.44984       -1.43829      0.0119472
            358       -1.44781       -1.43831      0.0119139
            359       -1.44594       -1.43833      0.0118807
            360       -1.44426       -1.43835      0.0118477
            361       -1.44277       -1.43836      0.0118149
            362       -1.44148       -1.43837      0.0117823
            363        -1.4404       -1.43838      0.0117498
            364       -1.43952       -1.43838      0.0117175
            365       -1.43882       -1.43838      0.0116854
            366        -1.4383       -1.43838      0.0116535
            367       -1.43791       -1.43838      0.0116218
            368       -1.43764       -1.43838      0.0115902
            369       -1.43746       -1.43837      0.0115588
            370       -1.43733       -1.43837      0.0115275
            371       -1.43721       -1.43837      0.0114965
            372       -1.43709       -1.43836      0.0114655
            373       -1.43691       -1.43836      0.0114348
            374       -1.43665       -1.43836      0.0114042
            375       -1.43629       -1.43835      0.0113738
            376       -1.43578       -1.43834      0.0113436
            377       -1.43511       -1.43834      0.0113135
            378       -1.43426       -1.43832      0.0112836
            379       -1.43321       -1.43831      0.0112538
            380       -1.43194       -1.43829      0.0112242
            381       -1.43045       -1.43827      0.0111948
            382       -1.42872       -1.43825      0.0111655
            383       -1.42676       -1.43822      0.0111364
            384       -1.42455       -1.43818      0.0111074
            385        -1.4221       -1.43814      0.0110787
            386       -1.41942       -1.43809      0.0110501
            387       -1.41651       -1.43804      0.0110216
            388       -1.41339       -1.43797      0.0109934
            389       -1.41006        -1.4379      0.0109654
            390       -1.40654       -1.43782      0.0109376
            391       -1.40287       -1.43773        0.01091
            392       -1.39904       -1.43763      0.0108826
            393       -1.39508       -1.43753      0.0108554
            394       -1.39104       -1.43741      0.0108285
            395       -1.38694       -1.43728      0.0108019
            396        -1.3828       -1.43714      0.0107755
            397       -1.37867       -1.43699      0.0107493
            398       -1.37458       -1.43684      0.0107235
            399       -1.37055       -1.43667      0.0106979
            400       -1.36665        -1.4365      0.0106726
            401        -1.3629       -1.43631      0.0106475
            402       -1.35935       -1.43612      0.0106228
            403       -1.35603       -1.43592      0.0105983
            404       -1.35298       -1.43572       0.010574
            405       -1.35023       -1.43551        0.01055
            406       -1.34782       -1.43529      0.0105262
            407       -1.34576       -1.43507      0.0105027
            408       -1.34408       -1.43485      0.0104793
            409       -1.34279       -1.43462      0.0104561
            410       -1.34189        -1.4344       0.010433
            411       -1.34141       -1.43417      0.0104101
            412       -1.34133       -1.43394      0.0103873
            413       -1.34163       -1.43372      0.0103645
            414        -1.3423        -1.4335      0.0103418
            415       -1.34331       -1.43328      0.0103192
            416       -1.34463       -1.43307      0.0102966
            417       -1.34622       -1.43286       0.010274
            418       -1.34806       -1.43266      0.0102514
            419       -1.35007       -1.43246      0.0102289
            420       -1.35224       -1.43227      0.0102063
            421       -1.35449       -1.43209      0.0101837
            422        -1.3568       -1.43191      0.0101612
            423       -1.35911       -1.43174      0.0101386
            424       -1.36137       -1.43157       0.010116
            425       -1.36353       -1.43141      0.0100935
            426       -1.36556       -1.43125       0.010071
            427       -1.36742       -1.43111      0.0100485
