0.571227 0.931001
0.573076 0.949837
0.3891 0.932582
0.211993 0.973084
-0.070643 0.793326
-0.0882171 0.87087
-0.885138 0.843254
-0.544528 0.549282
-0.503228 0.303928
-0.334806 0.358793
0.174469 0.619948
0.278299 0.372803
-0.0181322 0.254703
0.13122 -0.0931808
0.0945276 -0.147306
-0.0129108 -0.272262
-0.801546 -0.358045
-0.885383 -0.288813
-0.842099 -0.71046
-0.498951 -0.812999
-0.0735248 -0.821262
-0.0242733 -0.871243
0.0594312 -0.617196
0.196833 -0.665598
0.485383 -0.71748
0.541412 -0.813057
0.845422 -0.855926
0.449571 -0.270902
0.63992 -0.112061
0.677558 -0.0986125
0.393616 0.0193457
0.856637 0.636391
0.771084 0.824846
0.682444 0.9769
0.571227 0.931001
