#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
            166        2.65303          2.689     0.00107714
            167        2.65201        2.68878     0.00109323
            168        2.65126        2.68856      0.0011093
            169        2.65078        2.68834     0.00112504
            170        2.65054        2.68811     0.00114017
            171        2.65055        2.68789     0.00115448
            172        2.65076        2.68768     0.00116777
            173        2.65118        2.68747     0.00117993
            174        2.65177        2.68726     0.00119085
            175        2.65252        2.68706     0.00120048
            176        2.65342        2.68687     0.00120878
            177        2.65443        2.68669     0.00121577
            178        2.65555        2.68651     0.00122146
            179        2.65675        2.68635      0.0012259
            180        2.65803        2.68619     0.00122914
            181        2.65937        2.68604     0.00123125
            182        2.66075         2.6859      0.0012323
            183        2.66215        2.68577     0.00123238
            184        2.66358        2.68565     0.00123158
            185        2.66501        2.68554     0.00122996
            186        2.66645        2.68544     0.00122763
            187        2.66788        2.68534     0.00122465
            188         2.6693        2.68526     0.00122111
            189         2.6707        2.68518     0.00121707
            190        2.67208        2.68511     0.00121262
            191        2.67344        2.68505     0.00120781
            192        2.67477          2.685     0.00120271
            193        2.67607        2.68495     0.00119736
            194        2.67733        2.68491     0.00119184
            195        2.67855        2.68488     0.00118617
            196        2.67973        2.68485     0.00118041
            197        2.68085        2.68483     0.00117459
            198        2.68192        2.68482     0.00116875
            199        2.68294        2.68481     0.00116292
            200        2.68389         2.6848     0.00115711
            201        2.68477         2.6848     0.00115136
            202        2.68557        2.68481     0.00114566
            203        2.68629        2.68482     0.00114004
            204         2.6869        2.68483      0.0011345
            205        2.68742        2.68484     0.00112903
            206        2.68782        2.68485     0.00112365
            207        2.68811        2.68487     0.00111833
            208        2.68828        2.68489     0.00111307
            209        2.68835         2.6849     0.00110787
            210         2.6883        2.68492     0.00110271
            211        2.68816        2.68493     0.00109759
            212        2.68793        2.68495     0.00109251
            213        2.68764        2.68496     0.00108745
            214        2.68729        2.68497     0.00108242
            215        2.68692        2.68498     0.00107743
            216        2.68653        2.68499     0.00107246
            217        2.68617        2.68499     0.00106754
            218        2.68583          2.685     0.00106265
            219        2.68555          2.685      0.0010578
            220        2.68533          2.685     0.00105299
            221         2.6852          2.685     0.00104822
            222        2.68514          2.685      0.0010435
            223        2.68515          2.685     0.00103882
            224        2.68525          2.685     0.00103419
            225        2.68542        2.68501     0.00102959
            226        2.68567        2.68501     0.00102504
            227        2.68596        2.68501     0.00102053
            228        2.68629        2.68502     0.00101607
            229        2.68666        2.68503     0.00101166
            230        2.68704        2.68503      0.0010073
            231        2.68743        2.68504     0.00100299
            232        2.68781        2.68506    0.000998741
            233        2.68819        2.68507    0.000994545
            234        2.68853        2.68508    0.000990405
            235        2.68885         2.6851     0.00098632
            236        2.68913        2.68512    0.000982288
            237        2.68937        2.68514    0.000978307
            238        2.68956        2.68515    0.000974374
            239        2.68971        2.68517    0.000970483
            240        2.68982        2.68519    0.000966633
            241        2.68988        2.68521    0.000962818
            242         2.6899        2.68523    0.000959034
            243        2.68987        2.68525    0.000955278
            244         2.6898        2.68527    0.000951544
            245        2.68969        2.68529    0.000947832
            246        2.68955         2.6853    0.000944137
            247        2.68938        2.68532    0.000940459
            248         2.6892        2.68534    0.000936797
            249        2.68897        2.68535    0.000933149
            250        2.68874        2.68537    0.000929514
            251        2.68849        2.68538    0.000925895
            252        2.68825        2.68539     0.00092229
            253          2.688         2.6854    0.000918703
            254        2.68775        2.68541    0.000915133
            255        2.68752        2.68542    0.000911581
            256         2.6873        2.68542     0.00090805
            257         2.6871        2.68543     0.00090454
            258        2.68692        2.68544    0.000901053
            259        2.68676        2.68544    0.000897588
            260        2.68663        2.68545    0.000894148
            261        2.68653        2.68545    0.000890731
            262        2.68645        2.68545     0.00088734
            263        2.68642        2.68546    0.000883974
            264        2.68642        2.68546    0.000880633
            265        2.68646        2.68547    0.000877318
            266        2.68654        2.68547    0.000874029
            267        2.68666        2.68547    0.000870767
            268        2.68682        2.68548    0.000867532
            269        2.68701        2.68548    0.000864326
            270        2.68725        2.68549    0.000861149
            271        2.68751         2.6855    0.000858004
            272        2.68782        2.68551    0.000854892
            273        2.68815        2.68552    0.000851815
            274        2.68851        2.68553    0.000848777
            275        2.68889        2.68554    0.000845778
            276        2.68928        2.68555    0.000842822
            277        2.68967        2.68557    0.000839911
            278        2.69007        2.68558    0.000837045
            279        2.69044         2.6856    0.000834226
            280        2.69078        2.68562    0.000831452
            281         2.6911        2.68564    0.000828721
            282        2.69135        2.68566     0.00082603
            283        2.69155        2.68568    0.000823374
            284        2.69168         2.6857    0.000820745
            285        2.69172        2.68572    0.000818137
            286        2.69166        2.68574     0.00081554
            287        2.69152        2.68576    0.000812946
            288        2.69126        2.68578    0.000810347
            289         2.6909         2.6858    0.000807737
            290        2.69044        2.68582     0.00080511
            291        2.68989        2.68583    0.000802465
