#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
            151      -0.653389       -1.42948      0.0196816
            152      -0.647833       -1.42434      0.0202128
            153       -0.64582       -1.41925      0.0207112
            154      -0.647379       -1.41424      0.0211745
            155      -0.652485       -1.40933      0.0216007
            156      -0.661078       -1.40453      0.0219883
            157      -0.673046       -1.39987      0.0223364
            158      -0.688254       -1.39537      0.0226446
            159      -0.706536       -1.39103      0.0229128
            160      -0.727677       -1.38689      0.0231417
            161       -0.75145       -1.38294      0.0233321
            162      -0.777611        -1.3792      0.0234854
            163      -0.805893       -1.37569      0.0236032
            164      -0.836018        -1.3724      0.0236876
            165      -0.867702       -1.36934      0.0237407
            166       -0.90067       -1.36651      0.0237649
            167      -0.934633       -1.36393      0.0237629
            168       -0.96933       -1.36158      0.0237373
            169       -1.00449       -1.35947      0.0236907
            170       -1.03986       -1.35759      0.0236258
            171       -1.07522       -1.35594      0.0235453
            172       -1.11035       -1.35451      0.0234516
            173       -1.14505        -1.3533      0.0233473
            174       -1.17915        -1.3523      0.0232346
            175       -1.21247        -1.3515      0.0231155
            176        -1.2449       -1.35089      0.0229921
            177        -1.2763       -1.35047      0.0228661
            178       -1.30658       -1.35022       0.022739
            179       -1.33564       -1.35014      0.0226121
            180       -1.36341       -1.35022      0.0224866
            181       -1.38985       -1.35043      0.0223634
            182       -1.41491       -1.35079      0.0222433
            183       -1.43857       -1.35127      0.0221269
            184       -1.46081       -1.35186      0.0220147
            185        -1.4816       -1.35256      0.0219069
            186       -1.50096       -1.35336      0.0218036
            187        -1.5189       -1.35425       0.021705
            188       -1.53541       -1.35521      0.0216109
            189       -1.55052       -1.35625      0.0215213
            190       -1.56425       -1.35734      0.0214358
            191       -1.57662       -1.35849      0.0213543
            192       -1.58767       -1.35968      0.0212764
            193       -1.59743       -1.36091      0.0212018
            194       -1.60593       -1.36218      0.0211301
            195       -1.61321       -1.36346      0.0210609
            196       -1.61932       -1.36477      0.0209939
            197       -1.62431       -1.36609      0.0209286
            198       -1.62823       -1.36741      0.0208648
            199       -1.63113       -1.36874       0.020802
            200       -1.63308       -1.37006      0.0207399
            201       -1.63416       -1.37137      0.0206783
            202       -1.63444       -1.37267      0.0206169
            203       -1.63401       -1.37396      0.0205555
            204       -1.63298       -1.37523      0.0204939
            205       -1.63144       -1.37648       0.020432
            206        -1.6295       -1.37771      0.0203697
            207        -1.6273       -1.37891      0.0203069
            208       -1.62491        -1.3801      0.0202437
            209       -1.62248       -1.38126      0.0201801
            210        -1.6201       -1.38239       0.020116
            211       -1.61787       -1.38351      0.0200516
            212       -1.61587       -1.38461      0.0199869
            213       -1.61417       -1.38568      0.0199221
            214       -1.61283       -1.38675      0.0198573
            215       -1.61187       -1.38779      0.0197925
            216       -1.61129       -1.38883      0.0197279
            217       -1.61108       -1.38985      0.0196636
            218        -1.6112       -1.39087      0.0195996
            219        -1.6116       -1.39187       0.019536
            220       -1.61221       -1.39288      0.0194728
            221       -1.61296       -1.39387      0.0194102
            222       -1.61376       -1.39486       0.019348
            223       -1.61454       -1.39585      0.0192863
            224       -1.61521       -1.39683       0.019225
            225       -1.61571        -1.3978      0.0191642
