10000	-0.440038	0	
20000	-0.454367	0.0143287	
30000	-0.454163	0.00827519	
40000	-0.451732	0.00633634	
50000	-0.452258	0.00493617	
60000	-0.451323	0.00413753	
70000	-0.449062	0.00416382	
80000	-0.448486	0.00365176	
90000	-0.447898	0.00327374	
100000	-0.448832	0.00307347	
110000	-0.448971	0.00278353	
120000	-0.448285	0.00263189	
130000	-0.44823	0.00242161	
140000	-0.448612	0.00227435	
150000	-0.448056	0.00218927	
160000	-0.448074	0.00204795	
170000	-0.448147	0.00192511	
180000	-0.44791	0.00183034	
190000	-0.447733	0.00174033	
200000	-0.447468	0.00167231	
210000	-0.446874	0.00169786	
220000	-0.446852	0.00161899	
230000	-0.446657	0.00155929	
240000	-0.446151	0.00157638	
250000	-0.44582	0.00154774	
260000	-0.445645	0.00149733	
270000	-0.445745	0.00144426	
280000	-0.445422	0.00142877	
290000	-0.445061	0.00142499	
300000	-0.444828	0.00139626	
310000	-0.444834	0.00135048	
320000	-0.445034	0.00132287	
330000	-0.445074	0.00128276	
340000	-0.44535	0.00127481	
350000	-0.445578	0.00125867	
360000	-0.445821	0.00124702	
370000	-0.445709	0.00121801	
380000	-0.445528	0.00119929	
390000	-0.445529	0.00116814	
400000	-0.445315	0.00115844	
410000	-0.444952	0.0011868	
420000	-0.44499	0.00115881	
430000	-0.445097	0.00113665	
440000	-0.445215	0.00111668	
450000	-0.445202	0.00109166	
460000	-0.44492	0.0011042	
470000	-0.444599	0.00112726	
480000	-0.444542	0.00110498	
490000	-0.4447	0.00109375	
500000	-0.444665	0.00107225	
510000	-0.444489	0.00106555	
520000	-0.44461	0.00105184	
530000	-0.444794	0.001048	
540000	-0.4448	0.00102843	
550000	-0.444827	0.00100992	
560000	-0.445008	0.00100813	
570000	-0.444922	0.000994012	
580000	-0.444677	0.00100707	
590000	-0.444582	0.000994315	
600000	-0.44429	0.00102038	
610000	-0.444317	0.00100387	
620000	-0.444338	0.000987781	
630000	-0.44437	0.0009725	
640000	-0.4443	0.00095975	
650000	-0.444377	0.000947995	
660000	-0.444296	0.000937065	
670000	-0.444388	0.000927576	
680000	-0.444354	0.000914471	
690000	-0.4443	0.000902745	
700000	-0.44429	0.00088981	
710000	-0.444164	0.000886136	
720000	-0.44421	0.000874974	
730000	-0.444229	0.000863096	
740000	-0.444274	0.000852575	
750000	-0.4445	0.000870792	
760000	-0.444473	0.000859677	
770000	-0.444549	0.000851835	
780000	-0.444602	0.000842549	
790000	-0.4445	0.000838063	
800000	-0.444374	0.000837023	
810000	-0.444256	0.000835078	
820000	-0.444168	0.000829555	
830000	-0.44412	0.000820867	
840000	-0.444079	0.000812068	
850000	-0.444174	0.000808066	
860000	-0.444095	0.000802505	
870000	-0.444219	0.000802802	
880000	-0.444338	0.000802567	
890000	-0.444348	0.000793559	
900000	-0.444348	0.000784692	
910000	-0.444294	0.000777957	
920000	-0.444482	0.000792135	
930000	-0.44451	0.000784068	
940000	-0.444596	0.000780498	
950000	-0.444574	0.000772552	
960000	-0.444584	0.000764528	
970000	-0.444705	0.000766126	
980000	-0.444752	0.000759755	
990000	-0.444765	0.000752152	
1000000	-0.444795	0.000745191	
