#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         313   0.0316213   0.0307108 0.000240584
         314   0.0350954   0.0307248 0.000240222
         315   0.0480204   0.0307797 0.000245654
         316   0.0338443   0.0307894 0.000245068
         317   0.0282771   0.0307814 0.000244423
         318   0.0297913   0.0307783 0.000243675
         319   0.0274897    0.030768 0.000243129
         320   0.0361039   0.0307847  0.00024294
         321   0.0305759    0.030784 0.000242184
         322   0.0297315   0.0307808 0.000241454
         323   0.0314889    0.030783 0.000240716
         324   0.0351746   0.0307965 0.000240355
         325   0.0349907   0.0308094 0.000239962
         326   0.0287731   0.0308032 0.000239307
         327   0.0280833   0.0307949 0.000238719
         328   0.0289006   0.0307891 0.000238061
         329   0.0314148    0.030791 0.000237345
         330   0.0261795    0.030777 0.000237037
         331   0.0304529    0.030776 0.000236323
         332   0.0248552   0.0307582 0.000236283
         333   0.0420032    0.030792 0.000237975
         334   0.0440412   0.0308316 0.000240545
         335   0.0328525   0.0308377 0.000239903
         336    0.027102   0.0308265 0.000239447
         337   0.0263855   0.0308134 0.000239098
         338   0.0289233   0.0308078 0.000238456
         339   0.0285061    0.030801  0.00023785
         340   0.0258571   0.0307864 0.000237594
         341   0.0241464    0.030767 0.000237694
         342   0.0295086   0.0307633 0.000237027
         343   0.0274888   0.0307537 0.000236529
         344    0.024252   0.0307348 0.000236595
         345   0.0238269   0.0307148 0.000236755
         346   0.0269756    0.030704 0.000236317
         347    0.028306   0.0306971 0.000235737
         348   0.0250157   0.0306808 0.000235624
         349   0.0237591   0.0306609 0.000235782
         350    0.026373   0.0306487 0.000235427
         351   0.0226673    0.030626 0.000235852
         352   0.0240147   0.0306072 0.000235928
         353   0.0234123   0.0305868 0.000236139
         354    0.024921   0.0305708 0.000236014
         355   0.0281765    0.030564 0.000235445
         356   0.0250936   0.0305487 0.000235285
         357   0.0320605   0.0305529 0.000234664
         358   0.0292972   0.0305494 0.000234034
         359   0.0243724   0.0305322 0.000234014
         360   0.0299648   0.0305306 0.000233369
         361   0.0332696   0.0305382 0.000232846
         362   0.0371858   0.0305566 0.000232926
         363   0.0336883   0.0305652 0.000232444
         364   0.0322416   0.0305698 0.000231851
         365   0.0331691   0.0305769 0.000231325
         366   0.0258741   0.0305641  0.00023105
         367   0.0304858   0.0305639  0.00023042
         368   0.0290172   0.0305597 0.000229832
         369   0.0285422   0.0305542 0.000229275
         370   0.0251953   0.0305397 0.000229112
         371   0.0218192   0.0305162 0.000229697
         372   0.0224937   0.0304946  0.00023009
         373   0.0232155   0.0304751 0.000230299
         374   0.0279513   0.0304684 0.000229782
         375   0.0304628   0.0304684 0.000229169
         376   0.0243184    0.030452 0.000229143
         377   0.0240918   0.0304351 0.000229155
         378   0.0250433   0.0304209 0.000228992
         379   0.0258811   0.0304089 0.000228701
         380   0.0348933   0.0304207 0.000228404
         381   0.0342335   0.0304307 0.000228023
         382   0.0301506     0.03043 0.000227428
         383   0.0254265   0.0304169 0.000227209
         384   0.0319482   0.0304209 0.000226652
         385   0.0335671   0.0304291 0.000226211
         386   0.0302445   0.0304286 0.000225625
         387   0.0268443   0.0304193 0.000225232
         388    0.026384   0.0304089 0.000224892
         389   0.0247109   0.0303943  0.00022479
         390   0.0215767   0.0303717 0.000225348
         391   0.0217718   0.0303497 0.000225842
         392   0.0245283   0.0303348 0.000225754
         393   0.0297744   0.0303334 0.000225184
         394   0.0330616   0.0303403 0.000224719
         395   0.0255727   0.0303283 0.000224474
         396   0.0282812   0.0303231 0.000223966
         397   0.0244243   0.0303082 0.000223895
         398   0.0244602   0.0302935 0.000223814
         399   0.0287159   0.0302896 0.000223288
         400   0.0245674   0.0302753 0.000223187
         401   0.0297351   0.0302739 0.000222635
         402   0.0270189   0.0302658 0.000222228
         403   0.0298911   0.0302649 0.000221679
         404   0.0299978   0.0302642 0.000221131
         405   0.0255341   0.0302526 0.000220893
         406   0.0237434   0.0302365  0.00022093
         407    0.024904   0.0302234 0.000220775
         408   0.0246999   0.0302099 0.000220649
         409   0.0250608   0.0301973 0.000220468
         410   0.0230726   0.0301799 0.000220614
         411   0.0220344   0.0301601 0.000220966
         412   0.0199214   0.0301352 0.000221823
         413   0.0228956   0.0301177 0.000221977
         414   0.0216313   0.0300972 0.000222385
         415   0.0248801   0.0300846 0.000222205
         416   0.0245508   0.0300713 0.000222068
         417   0.0265576   0.0300629 0.000221696
         418   0.0230978   0.0300463 0.000221791
         419   0.0226249   0.0300285 0.000221967
         420   0.0228947   0.0300116 0.000222088
         421   0.0239085   0.0299971 0.000222033
