# VELOCITY:     ACTUAL_POFV:     AVE_POFV:        ERROR:
        4.09035     0.00275886     0.00595914     0.00121209
        4.13231     0.00308993     0.00408312    0.000741924
        4.17426     0.00286922     0.00331063    0.000708335
      0.0209762    0.000331063    0.000441418    0.000137636
      0.0629285     0.00297957     0.00270368    0.000223375
       0.104881     0.00783517     0.00827658    0.000673273
       0.146833      0.0176567      0.0143829    0.000938073
       0.188786      0.0221812      0.0241492     0.00156787
       0.230738      0.0374102      0.0356077     0.00171369
        0.27269      0.0493284      0.0444545     0.00227195
       0.314643      0.0782413      0.0636929     0.00406064
       0.356595      0.0797863      0.0828394     0.00223461
       0.398547       0.105499        0.10263     0.00317161
         0.4405       0.112672       0.119974     0.00392784
       0.482452       0.132536       0.140923     0.00300591
       0.524404       0.180761       0.166267      0.0043718
       0.566357       0.210446       0.192385     0.00419352
       0.608309       0.211329       0.221445     0.00665793
       0.650261       0.242118       0.245943      0.0060172
       0.692214       0.275555       0.266598      0.0118599
       0.734166        0.28317       0.289037      0.0069809
       0.776119       0.298398       0.313977     0.00784938
       0.818071       0.320911       0.344177      0.0122954
       0.860023       0.353576       0.355084     0.00536546
       0.901976       0.376529       0.374249       0.009197
       0.943928       0.397497       0.407833     0.00763011
        0.98588       0.431486       0.440756      0.0113035
        1.02783       0.461061       0.445335     0.00598558
        1.06979       0.467793       0.472998     0.00681212
        1.11174       0.507962       0.490949     0.00602196
        1.15369       0.519438       0.514601     0.00641431
        1.19564       0.520432       0.521462     0.00665814
        1.23759       0.523963       0.528966     0.00612496
        1.27955       0.551221       0.540369     0.00614949
         1.3215       0.527053       0.547634     0.00599394
        1.36345       0.571195       0.559221      0.0106632
         1.4054       0.532019       0.563985        0.01126
        1.44736       0.559607       0.571176     0.00949819
        1.48931       0.545482       0.556867     0.00674846
        1.53126       0.532791       0.549731     0.00407081
        1.57321       0.537647       0.541859      0.0111856
        1.61517       0.503437       0.533693      0.0073687
        1.65712       0.537757       0.533214     0.00595547
        1.69907       0.538751       0.536176     0.00674777
        1.74102        0.51988       0.539909      0.0101268
        1.78298       0.519107       0.517139     0.00968012
        1.82493       0.521535       0.508771     0.00540309
        1.86688       0.507631       0.501708     0.00608067
        1.90883       0.523301       0.486222      0.0110819
        1.95078       0.486442       0.470184     0.00684453
        1.99274       0.463378       0.460767      0.0102703
        2.03469       0.456647        0.44837     0.00846227
        2.07664       0.426079       0.424295     0.00435954
        2.11859       0.411512       0.409489     0.00477145
        2.16055       0.400145       0.404872     0.00773669
         2.2025       0.354569       0.378074     0.00964696
        2.24445       0.349713        0.34414      0.0101917
         2.2864       0.341106       0.338917     0.00691542
        2.32836       0.335036        0.32538     0.00690383
        2.37031       0.288136       0.298067     0.00754165
        2.41226       0.303033       0.284365     0.00618868
        2.45421       0.281073       0.266782     0.00396353
        2.49617       0.248298       0.246918     0.00514289
        2.53812        0.24896       0.242173     0.00807168
        2.58007       0.227109       0.227441      0.0067009
        2.62202       0.225454       0.212506     0.00582036
        2.66397       0.201176       0.194224     0.00533139
        2.70593       0.189589       0.176769     0.00409729
        2.74788       0.193562       0.169468     0.00677049
        2.78983       0.174691       0.158782     0.00586077
        2.83178       0.144785       0.140003     0.00129105
        2.87374       0.130439       0.128324      0.0012508
        2.91569       0.117969       0.117252     0.00291306
        2.95764       0.113775       0.111936     0.00195301
        2.99959      0.0988776       0.102574     0.00392019
        3.04155       0.100092       0.101195     0.00476324
         3.0835      0.0843108      0.0890009     0.00446869
        3.12545      0.0792345      0.0779838     0.00479225
         3.1674      0.0528598       0.071712      0.0046625
        3.20936      0.0539633      0.0603087     0.00218688
        3.25131      0.0409415      0.0578625     0.00372379
        3.29326      0.0334374      0.0503584     0.00347404
        3.33521      0.0312303      0.0450614     0.00280756
        3.37716      0.0323339      0.0403529     0.00212552
        3.41912      0.0284715      0.0360307      0.0025039
        3.46107      0.0286922      0.0338788     0.00307962
        3.50302      0.0275886      0.0315614     0.00253988
        3.54497      0.0269265      0.0294463     0.00363718
        3.58693        0.02803      0.0248298     0.00274546
        3.62888      0.0230641      0.0213352     0.00255683
        3.67083      0.0290232      0.0205627     0.00309536
        3.71278      0.0204156       0.017436     0.00214884
        3.75474      0.0152289      0.0177855     0.00224137
        3.79669      0.0122493      0.0133897     0.00135996
        3.83864      0.0130218      0.0109435    0.000916089
        3.88059       0.012139      0.0103549     0.00168958
        3.92255      0.0116976      0.0104469     0.00152727
         3.9645     0.00684198       0.007265    0.000691817
        4.00645     0.00783517     0.00566486    0.000945258
         4.0484     0.00971119     0.00579361    0.000952418
        4.09035      0.0141254     0.00732018     0.00160123
        4.13231     0.00695233     0.00456132     0.00075685
        4.17426     0.00728339     0.00397276    0.000844851
      0.0209762    0.000551772    0.000457183    0.000118873
      0.0629285     0.00143461     0.00252239     0.00025462
       0.104881     0.00441418     0.00772481     0.00077071
       0.146833      0.0153393      0.0145195    0.000813952
       0.188786      0.0212984       0.023742     0.00139578
       0.230738      0.0352031      0.0355499     0.00146985
        0.27269       0.054184      0.0458444     0.00233415
       0.314643      0.0764756       0.065519     0.00386943
       0.356595      0.0857454      0.0832546     0.00195356
       0.398547        0.10572       0.103071     0.00274907
         0.4405       0.112782       0.118946     0.00349849
       0.482452       0.126908       0.138921     0.00317399
       0.524404       0.152841       0.164349     0.00414673
       0.566357       0.211108       0.195059     0.00436491
       0.608309        0.25514       0.226258     0.00724071
       0.650261       0.284163       0.251403     0.00722169
       0.692214       0.263416       0.266143      0.0101743
       0.734166       0.273789       0.286859     0.00631431
       0.776119       0.309875       0.313391     0.00674987
       0.818071       0.357548       0.346087      0.0106862
       0.860023       0.350044       0.354364     0.00464701
       0.901976       0.403677       0.378453     0.00879162
       0.943928       0.428286       0.410755     0.00707743
