0 419.532 465.21
1 413.611 441.399
2 403.276 425.702
3 387.649 413.956
4 383.053 401.049
5 367.347 387.989
6 357.686 378.575
7 349.66 367.611
8 337.799 358.049
9 327.787 346.667
10 322.202 338.279
11 317.597 331.447
12 311.928 325.284
13 306.773 319.552
14 298.728 313.185
15 295.728 307.63
16 284.11 302.363
17 278.212 295.648
18 276.451 289.401
19 274.026 283.017
20 264.823 278.515
21 258.613 273.182
22 256.994 267.505
23 251.85 261.714
24 246.953 257.982
25 240.906 253.422
26 236.492 248.572
27 230.573 242.826
28 228.775 238.407
29 224.841 233.921
30 220.167 230.289
31 218.618 226.335
32 215.498 223.352
33 215.122 220.176
34 210.409 217.863
35 202.977 215.257
36 202.547 210.684
37 199.857 206.563
38 195.338 203.179
39 195.092 200.632
40 188.301 197.554
41 186.234 194.965
42 184.017 191.303
43 183.146 187.584
44 181.516 185.495
45 178.348 183.962
46 174.15 181.679
47 170.575 179.293
48 169.126 177.004
49 167.334 173.483
50 159.834 171.043
51 159.487 167.53
52 156.994 164.515
53 156.994 161.644
54 153.238 159.418
55 150.637 157.664
56 145.439 155.543
57 143.09 151.749
58 141.702 148.664
59 141.243 145.064
60 139.828 142.736
61 139.187 141.475
62 137.384 140.419
63 137.384 139.521
64 136.606 138.485
65 136.606 138.113
66 136.073 137.524
67 134.44 137.235
68 133.562 136.41
69 133.562 135.164
70 132.854 134.195
71 131.976 133.639
72 130.645 132.975
73 130.645 132.21
74 129.751 131.546
75 129.101 130.74
76 128.605 130.154
77 128.588 129.592
78 128.318 129.364
79 126.862 129.423
80 125.429 129.369
81 123.409 128.964
82 122.916 127.471
83 122.916 126.17
84 122.915 124.962
85 121.917 124.001
86 121.906 124.082
87 120.798 124.097
88 120.362 124.138
89 120.362 122.355
90 119.668 121.179
91 118.598 120.652
92 118.598 120.848
93 116.776 120.754
94 116.776 120.48
95 116.672 119.453
96 116.62 118.31
97 115.855 117.596
98 115.855 116.819
99 115.275 116.401
100 115.275 116.605
101 114.931 116.72
102 114.931 116.459
103 114.931 116.322
104 114.907 115.796
105 113.747 115.551
106 113.015 115.09
107 111.809 114.35
108 111.077 113.621
109 110.549 112.931
110 110.081 111.877
111 109.734 111.004
112 109.624 110.469
113 109.517 110.146
114 109.216 109.982
115 109 110.155
116 108.92 110.07
117 108.607 109.435
118 106.923 109.102
119 105.871 108.704
120 105.655 107.777
121 105.488 107.131
122 105.488 106.037
123 105.488 105.813
124 105.087 105.579
125 104.82 105.454
126 104.16 105.266
127 103.492 105.043
128 103.092 104.682
129 103.092 103.999
130 103.092 103.643
131 102.993 103.509
132 101.879 103.156
133 101.879 103.028
134 101.303 102.531
135 101.303 102.116
136 101.303 101.752
137 101.257 101.539
138 100.751 101.44
139 100.751 101.817
140 100.751 102.581
141 100.365 102.022
142 99.9483 101.208
143 99.398 101.239
144 99.3805 101.348
145 99.3805 100.693
146 98.074 100.104
147 98.074 99.5419
148 98.074 98.9372
149 98.074 98.4724
150 96.677 99.5701
151 96.677 100.718
152 96.3846 99.9818
153 96.3846 99.0517
154 96.3846 97.4906
155 96.3846 96.5752
156 95.4179 96.4849
157 95.4179 96.3171
158 95.4179 96.0458
159 95.3606 95.6807
160 95.1402 95.8533
161 94.8694 95.5434
162 94.812 95.5235
163 94.8079 95.9047
164 94.8079 95.6116
165 94.8079 95.5349
166 94.0034 95.4402
167 91.7744 94.8293
168 91.3604 94.2831
169 91.3604 93.2305
170 91.3604 92.4669
171 91.3604 91.9475
172 90.6877 91.4899
173 90.6877 91.5752
174 90.3194 91.6177
175 90.3184 91.8392
176 90.109 91.0892
177 90.109 91.2705
178 89.7364 90.5984
179 89.7364 90.8585
180 89.7364 90.002
181 89.6442 89.8676
182 88.9519 89.7623
183 88.374 89.9336
184 88.1878 89.7351
185 87.697 89.3962
186 87.697 88.8948
187 87.5129 88.2172
188 87.4571 87.794
189 87.273 87.6915
190 87.1808 87.5922
191 87.1808 87.355
192 87.1808 87.3073
193 87.1808 87.2224
194 87.166 87.1847
195 87.1256 87.2069
196 87.1256 87.3093
197 87.1256 87.8813
198 87.1256 87.9208
199 87.1256 87.6868
200 84.3017 87.414
201 84.3017 86.6429
202 84.3017 85.8708
203 84.3017 85.6685
204 83.0386 84.9355
205 83.0386 84.9371
206 83.0386 84.3349
207 83.0386 83.5839
208 83.0386 83.3714
209 83.0386 83.2528
210 83.0386 83.0837
211 83.0386 83.049
212 83.0386 83.0386
213 83.0386 83.0712
214 83.0386 83.0938
215 83.0386 83.0753
216 82.8281 83.0762
217 82.8281 83.1795
218 82.8281 83.1467
219 82.8281 83.1917
220 82.8281 83.0128
221 82.4739 82.879
222 82.4739 82.7953
223 82.4739 82.7253
224 81.5456 82.6365
225 81.1914 82.435
226 80.6445 81.9625
227 80.4527 81.5173
228 79.3758 81.0093
229 79.3576 80.5513
230 79.3576 80.067
231 79.3576 79.6669
232 79.3576 79.4913
233 79.3576 79.4245
234 79.3576 79.422
235 79.3576 79.3602
236 79.1306 79.357
237 79.1306 79.3717
238 79.1306 79.2707
239 79.1306 79.1747
240 79.1306 79.2661
241 78.9285 79.3321
242 78.9285 79.1124
243 78.9285 79.0354
244 78.9285 78.9907
245 78.9285 79.095
246 78.9285 79.0093
247 78.9285 78.9403
248 78.9183 79.0517
249 78.7564 78.9339
250 78.7564 78.9416
251 78.7564 78.8416
252 78.7564 78.8068
253 78.7564 78.8233
254 78.7564 78.9038
255 78.7564 78.9597
256 78.7564 78.8276
257 78.7564 78.7564
258 78.7564 78.8075
259 78.3611 78.8702
260 78.3611 78.7307
261 78.3611 78.6133
262 78.3611 78.462
263 78.3611 78.3932
264 78.3611 78.3684
265 78.3611 78.4362
266 78.3611 78.4168
267 77.8671 78.4111
268 77.8671 78.8614
269 77.8671 78.9938
270 77.8671 79.7467
271 77.0769 79.561
272 76.2224 79.9042
273 76.2224 79.592
274 76.2224 78.6853
275 76.2224 77.9188
276 76.2224 77.4197
277 76.2224 76.5485
278 76.2224 76.3023
279 76.2224 76.2248
280 76.2224 76.2224
281 76.2224 76.2348
282 76.2224 76.2224
283 76.2224 76.3263
284 76.2224 76.4111
285 76.2224 76.4243
286 76.2224 76.3335
287 76.2224 76.2296
288 76.2224 76.2224
289 76.2224 76.2355
290 76.2224 76.2224
291 76.2224 76.2356
292 76.2224 76.3126
293 76.0119 76.2261
294 76.0119 76.2517
295 76.0119 76.1106
296 76.0119 76.0546
297 76.0119 76.0119
298 76.0119 76.0119
299 75.7131 76.0224
300 73.1518 76.6564
301 73.1518 77.0464
302 73.1518 77.3132
303 73.1518 75.3903
304 73.1518 74.6672
305 73.0582 73.7504
306 73.0582 73.3688
307 73.0582 73.2731
308 73.0582 73.8149
309 73.0582 73.563
310 73.0582 73.1014
311 73.0582 73.1459
312 73.0582 73.1079
313 72.8581 73.2268
314 72.8581 73.2145
315 72.8581 73.458
316 72.8581 73.1668
317 72.8581 73.0992
318 72.8581 73.0573
