2.000000000000000000e+00 -4.624019999999999797e-01 -4.630170000000000119e-01 5.687870000000000144e-05
1.949999999999999956e+00 -4.734030000000000182e-01 -4.730130000000000168e-01 6.046199999999999811e-05
1.899999999999999911e+00 -4.832850000000000201e-01 -4.835389999999999966e-01 6.217360000000000388e-05
1.850000000000000089e+00 -4.943620000000000236e-01 -4.943440000000000056e-01 6.138889999999999766e-05
1.800000000000000044e+00 -5.049449999999999772e-01 -5.057019999999999849e-01 6.076370000000000236e-05
1.750000000000000000e+00 -5.174750000000000183e-01 -5.174830000000000263e-01 6.523800000000000118e-05
1.699999999999999956e+00 -5.295440000000000147e-01 -5.298540000000000472e-01 5.945749999999999782e-05
1.649999999999999911e+00 -5.418340000000000378e-01 -5.427330000000000210e-01 6.905490000000000185e-05
1.600000000000000089e+00 -5.559809999999999475e-01 -5.560079999999999467e-01 5.987109999999999671e-05
1.550000000000000044e+00 -5.709149999999999503e-01 -5.699920000000000542e-01 5.869399999999999742e-05
1.500000000000000000e+00 -5.851060000000000150e-01 -5.845359999999999445e-01 6.211040000000000083e-05
1.449999999999999956e+00 -5.991290000000000227e-01 -5.995970000000000466e-01 6.734259999999999454e-05
1.399999999999999911e+00 -6.157890000000000308e-01 -6.154920000000000391e-01 7.374090000000000408e-05
1.350000000000000089e+00 -6.317770000000000330e-01 -6.318529999999999980e-01 6.489019999999999749e-05
1.299999999999999822e+00 -6.471470000000000278e-01 -6.490299999999999958e-01 7.441669999999999514e-05
1.250000000000000000e+00 -6.690479999999999761e-01 -6.668410000000000171e-01 7.808129999999999390e-05
1.199999999999999956e+00 -6.866290000000000449e-01 -6.853519999999999612e-01 6.792629999999999372e-05
1.149999999999999911e+00 -7.047120000000000051e-01 -7.047590000000000243e-01 8.197720000000000516e-05
1.100000000000000089e+00 -7.239609999999999657e-01 -7.250499999999999723e-01 9.016589999999999674e-05
1.049999999999999822e+00 -7.461950000000000527e-01 -7.457890000000000352e-01 9.115119999999999559e-05
1.000000000000000000e+00 -7.662600000000000522e-01 -7.672360000000000291e-01 9.338049999999999812e-05
9.499999999999999556e-01 -7.902050000000000463e-01 -7.898439999999999905e-01 1.037779999999999947e-04
8.999999999999999112e-01 -8.146390000000000020e-01 -8.128689999999999527e-01 1.160700000000000051e-04
8.499999999999998668e-01 -8.360859999999999959e-01 -8.370079999999999742e-01 1.405470000000000081e-04
7.999999999999998224e-01 -8.606719999999999926e-01 -8.613459999999999450e-01 1.619849999999999882e-04
7.500000000000000000e-01 -8.867030000000000189e-01 -8.865279999999999827e-01 1.726529999999999883e-04
6.999999999999999556e-01 -9.156790000000000207e-01 -9.128129999999999855e-01 1.987070000000000069e-04
6.499999999999999112e-01 -9.412700000000000511e-01 -9.390410000000000146e-01 2.289640000000000121e-04
5.999999999999998668e-01 -9.681819999999999871e-01 -9.643960000000000310e-01 2.450150000000000114e-04
5.499999999999998224e-01 -9.918690000000000007e-01 -9.867359999999999465e-01 2.494229999999999733e-04
5.000000000000000000e-01 -1.001900000000000013e+00 -1.003689999999999971e+00 1.994280000000000022e-04
